Spot_ID,Spot_Type,Spot_Name,Spot_Addr,Spot_Latitude,Spot_Longtitude
323,공원/산/동.식물원,파평윤씨공원,제주특별자치도 제주시 우도면 연평리 1090,33.51977521,126.9561966
324,공원/산/동.식물원,한원리소공원,제주특별자치도 제주시 한경면 두모리 3023,33.33462252,126.2008379
325,공원/산/동.식물원,제원어린이공원,제주특별자치도 제주시 연동 252-23,33.4873801,126.4863077
326,공원/산/동.식물원,하모체육공원,제주특별자치도 서귀포시 대정읍 하모리 2139-2,33.21875974,126.2524646
327,공원/산/동.식물원,녹남못꽃동산,제주특별자치도 서귀포시 대정읍 상모리 2824-3,33.21932987,126.2696813
328,공원/산/동.식물원,제주오름공원,제주특별자치도 제주시 오라이동 1820,33.48511355,126.5101537
329,공원/산/동.식물원,환상숲,제주특별자치도 제주시 한경면 저지리 2848-2,33.32293001,126.2635772
330,공원/산/동.식물원,기적의공원,제주특별자치도 제주시 노형동 731,33.48026906,126.4826604
331,공원/산/동.식물원,설문대할망테마공원,제주특별자치도 서귀포시 성산읍 신풍리 716,33.36267923,126.8354475
332,공원/산/동.식물원,제주승마공원,제주특별자치도 제주시 애월읍 유수암리 1178,33.40650397,126.4074395
333,공원/산/동.식물원,감산마을체육공원,제주특별자치도 서귀포시 안덕면 감산리 347,33.25796933,126.3541491
334,공원/산/동.식물원,월림리소공원,제주특별자치도 제주시 한림읍 월림리 293-1,33.34809745,126.2564713
335,공원/산/동.식물원,올레길쉼터,제주특별자치도 서귀포시 표선면 토산리 산 13,33.32243705,126.7737542
336,공원/산/동.식물원,가시리체육공원,제주특별자치도 서귀포시 표선면 가시리 1987-1,33.35312908,126.7748134
337,공원/산/동.식물원,청수소공원,제주특별자치도 제주시 한경면 청수리 3389,33.30846645,126.2461961
338,공원/산/동.식물원,청수곶자왈,제주특별자치도 제주시 한경면 청수리 93,33.30561237,126.2617687
339,공원/산/동.식물원,애월근린공원,제주특별자치도 제주시 애월읍 고내리 1338,33.46353173,126.333072
340,공원/산/동.식물원,바르게동산,제주특별자치도 제주시 구좌읍 행원리 438-2,33.54931428,126.8138738
341,공원/산/동.식물원,올레길쉼터,제주특별자치도 서귀포시 표선면 표선리 2372-1,33.30777193,126.8184334
342,공원/산/동.식물원,테마쉼터,제주특별자치도 제주시 애월읍 고내리 730-2,33.45268311,126.3419988
343,공원/산/동.식물원,녹차미로공원,제주특별자치도 서귀포시 색달동 산 50,33.29043509,126.4229378
344,공원/산/동.식물원,산이물공원,제주특별자치도 서귀포시 대정읍 하모리 1097-1,33.22101731,126.2468287
345,공원/산/동.식물원,근린공원,제주특별자치도 서귀포시 성산읍 시흥리 99-1,33.4740223,126.9049137
346,공원/산/동.식물원,노루생태관찰원,제주특별자치도 제주시 봉개동 산 51-2,33.44488052,126.6257325
347,공원/산/동.식물원,낙천의자공원,제주특별자치도 제주시 한경면 낙천리 1917,33.32750173,126.2261796
348,공원/산/동.식물원,탑동광장,제주특별자치도 제주시 건입동 1444,33.51808867,126.5266597
349,공원/산/동.식물원,회을공원,제주특별자치도 서귀포시 대정읍 가파리 464,33.16908986,126.2704487
350,공원/산/동.식물원,색달마을체육공원,제주특별자치도 서귀포시 색달동 1611-1,33.26508695,126.4144234
351,공원/산/동.식물원,다락쉼터,제주특별자치도 제주시 애월읍 고내리 462,33.470135,126.340571
352,공원/산/동.식물원,근린공원,제주특별자치도 제주시 조천읍 함덕리 4145-1,33.53923827,126.6737494
353,공원/산/동.식물원,근린공원,제주특별자치도 제주시 도남동 67-20,33.49053226,126.529954
354,공원/산/동.식물원,봉글래쉼터,제주특별자치도 제주시 추자면 대서리 산 155,33.96598168,126.2903447
355,공원/산/동.식물원,장작평사와친수공원,제주특별자치도 제주시 추자면 신양리 874-13,33.94007601,126.3237928
356,공원/산/동.식물원,영흥쉼터,제주특별자치도 제주시 추자면 영흥리 31-14,33.95777684,126.3015903
357,공원/산/동.식물원,곶자왈도립공원,제주특별자치도 서귀포시 대정읍 보성리 산 1,33.2892557,126.2750225
358,공원/산/동.식물원,조랑말체험공원,제주특별자치도 서귀포시 표선면 가시리 산 41,33.38583027,126.7337349
359,공원/산/동.식물원,벌내물공원,제주특별자치도 제주시 한경면 신창리 1321-1,33.3428794,126.1748549
360,공원/산/동.식물원,해거름마을공원,제주특별자치도 제주시 한경면 판포리 1608-7,33.37021266,126.2064169
361,공원/산/동.식물원,한림수족관,제주특별자치도 제주시 한림읍 한림리 935-3,33.41109677,126.2655893
362,공원/산/동.식물원,제주돌마을공원,제주특별자치도 제주시 한림읍 금능리 369,33.35420518,126.2540268
363,공원/산/동.식물원,조천만세동산,제주특별자치도 제주시 조천읍 조천리 1133-2,33.53996959,126.6416662
364,공원/산/동.식물원,걸매생활체육공원축구장,제주특별자치도 서귀포시 서홍동 477-1,33.25039998,126.5546571
365,공원/산/동.식물원,올림픽동산,제주특별자치도 서귀포시 표선면 표선리 443-1,33.33023488,126.837039
366,공원/산/동.식물원,신흥리소공원,제주특별자치도 서귀포시 남원읍 신흥리 2481,33.33095849,126.7501347
367,공원/산/동.식물원,서귀포해양도립공원,제주특별자치도 서귀포시 서홍동 710-1,33.23998479,126.5579612
368,공원/산/동.식물원,토평마을소공원,제주특별자치도 서귀포시 토평동 1261,33.26705395,126.5897446
369,공원/산/동.식물원,성산일출해양도립공원,제주특별자치도 서귀포시 성산읍 신천리 114-3,33.35153668,126.8591927
370,공원/산/동.식물원,제주농업생태원,제주특별자치도 서귀포시 남원읍 하례리 1608-1,33.28714042,126.608352
371,공원/산/동.식물원,아름다운동화공원,제주특별자치도 서귀포시 강정동 176,33.25071268,126.5080293
372,공원/산/동.식물원,새마을소공원,제주특별자치도 서귀포시 대포동 2606-20,33.24544408,126.4404538
373,공원/산/동.식물원,최남단체험테마공원,제주특별자치도 서귀포시 남원읍 남원리 2140-6,33.29011695,126.6931793
374,공원/산/동.식물원,수망리물영아리농산물판매장쉼터,제주특별자치도 서귀포시 남원읍 수망리 산 182-1,33.35992107,126.6925017
375,공원/산/동.식물원,신풍레포츠공원,제주특별자치도 서귀포시 성산읍 신풍리 1567,33.37897352,126.8160589
376,공원/산/동.식물원,사계리해안체육공원,제주특별자치도 서귀포시 안덕면 사계리 3530-7,33.22124921,126.2950971
377,공원/산/동.식물원,스모르공원,제주특별자치도 서귀포시 호근동 1644-1,33.24145144,126.5271947
378,공원/산/동.식물원,왕빛나무쉼터,제주특별자치도 서귀포시 남원읍 수망리 산 126,33.34983753,126.6984966
379,공원/산/동.식물원,올레꾼무인쉼터,제주특별자치도 서귀포시 성산읍 고성리 2196-1,33.4471915,126.9029258
380,공원/산/동.식물원,오조풍낭쉼터,제주특별자치도 서귀포시 성산읍 오조리 155-1,33.46141241,126.9151048
381,공원/산/동.식물원,방문자쉼터,제주특별자치도 서귀포시 표선면 성읍리 3294,33.38844677,126.7882966
382,공원/산/동.식물원,모구리쉼터,제주특별자치도 서귀포시 성산읍 삼달리 418-6,33.37421838,126.8521799
383,공원/산/동.식물원,공천포쉼터,제주특별자치도 서귀포시 남원읍 신례리 92-4,33.26522449,126.6410748
384,공원/산/동.식물원,어린이공원,제주특별자치도 제주시 일도이동 65,33.50224489,126.5448059
385,공원/산/동.식물원,탐라신화공원,제주특별자치도 제주시 조천읍 선흘리 1817-5,33.46303324,126.7104611
386,공원/산/동.식물원,새미은총의동산,제주특별자치도 제주시 한림읍 금악리 365-1,33.35114657,126.3231655
387,공원/산/동.식물원,IUCN기념숲,제주특별자치도 서귀포시 안덕면 동광리 795-1,33.3082168,126.3441762
388,공원/산/동.식물원,제주비블리아성서식물원,제주특별자치도 제주시 한림읍 상명리 1191-5,33.35605821,126.2751285
389,공원/산/동.식물원,제주도관광식물원,제주특별자치도 서귀포시 색달동 2920,33.25271535,126.4135191
390,공원/산/동.식물원,분재예술원(구),제주특별자치도 제주시 한경면 저지리 1534,33.32559823,126.2554771
391,공원/산/동.식물원,베두리오름,제주특별자치도 제주시 연동 270-5,33.49165342,126.4915449
392,공원/산/동.식물원,걸매생활공원,제주특별자치도 서귀포시 서홍동 471,33.24983901,126.5547526
393,공원/산/동.식물원,일도공원,제주특별자치도 제주시 일도이동 46-2,33.50448969,126.5474485
394,공원/산/동.식물원,삼달리공원,제주특별자치도 서귀포시 성산읍 삼달리 1880-1,33.38752011,126.8255376
395,공원/산/동.식물원,4점3평화공원,제주특별자치도 제주시 봉개동 237-2,33.45106676,126.61869
396,공원/산/동.식물원,어린이교통공원,제주특별자치도 제주시 봉개동 산 53-20,33.45147,126.6240443
397,공원/산/동.식물원,체육공원,제주특별자치도 제주시 구좌읍 송당리 1594,33.46972393,126.7748492
398,공원/산/동.식물원,남소로기오름,제주특별자치도 서귀포시 안덕면 서광리 33,33.28919206,126.3335911
399,공원/산/동.식물원,카멜리아힐동백언덕,제주특별자치도 서귀포시 안덕면 상창리 271,33.28976437,126.3698595
400,공원/산/동.식물원,선녀와나무꾼공원,제주특별자치도 제주시 조천읍 선교로 267,33.47898324,126.7031221
401,공원/산/동.식물원,미로공원,제주특별자치도 서귀포시 법환상로2번길 97-13,33.24720295,126.5125703
402,공원/산/동.식물원,혼인지체육공원,제주특별자치도 서귀포시 성산읍 온평리 1268-8,33.39391986,126.8978315
403,공원/산/동.식물원,휴애리자연생태공원,제주특별자치도 서귀포시 남원읍 신례동로 256,33.30793507,126.6392651
404,공원/산/동.식물원,연동공원,제주특별자치도 제주시 연동 1369,33.48233379,126.4884065
405,공원/산/동.식물원,제주생활체육공원,제주특별자치도 제주시 와흘전1길 32,33.47237578,126.6365087
406,공원/산/동.식물원,한원리공원,제주특별자치도 제주시 한경면 두모리 3023,33.33462252,126.2008379
407,공원/산/동.식물원,제원공원,제주특별자치도 제주시 연동 252-23,33.4873801,126.4863077
408,공원/산/동.식물원,하모공원,제주특별자치도 서귀포시 대정읍 하모리 2139-2,33.21875974,126.2524646
409,공원/산/동.식물원,오름공원,제주특별자치도 제주시 오라이동 1820,33.48511355,126.5101537
410,공원/산/동.식물원,설문대할망공원,제주특별자치도 서귀포시 성산읍 풍천로 229-23,33.36297575,126.8353228
411,공원/산/동.식물원,미래일공원,제주특별자치도 서귀포시 서호동 1150,33.25915528,126.5128565
412,공원/산/동.식물원,문화일공원,제주특별자치도 서귀포시 강정동 123,33.2597358,126.5088554
413,공원/산/동.식물원,미래이공원,제주특별자치도 서귀포시 서호동 1453,33.25726824,126.5116387
414,공원/산/동.식물원,문화이공원,제주특별자치도 서귀포시 강정동 138,33.25770898,126.5082627
415,공원/산/동.식물원,신흥리공원,제주특별자치도 서귀포시 남원읍 신흥고수로 30,33.30144821,126.7639207
416,공원/산/동.식물원,서귀포도립공원,제주특별자치도 서귀포시 서홍동 710-1,33.23998479,126.5579612
417,공원/산/동.식물원,토평마을공원,제주특별자치도 서귀포시 토평로50번길 40-6,33.2668541,126.5896794
418,공원/산/동.식물원,무릉이리소공원,제주특별자치도 서귀포시 대정읍 무릉리 산 65-14,33.27240937,126.2453456
419,공원/산/동.식물원,성산일출해양공원,제주특별자치도 서귀포시 성산읍 신천리 114-3,33.35153668,126.8591927
420,공원/산/동.식물원,최남단테마공원,제주특별자치도 서귀포시 남원읍 남위남성로 168,33.28995055,126.6934547
421,공원/산/동.식물원,신풍공원,제주특별자치도 서귀포시 성산읍 남산봉로 247,33.37924362,126.8152027
422,공원/산/동.식물원,사계리해안공원,제주특별자치도 서귀포시 안덕면 사계리 3530-7,33.22124921,126.2950971
423,공원/산/동.식물원,제십구호어린이공원,제주특별자치도 제주시 일도이동 405-3,33.5062879,126.5434568
424,공원/산/동.식물원,탐라신들의고향,제주특별자치도 제주시 조천읍 선흘리 1817-5,33.46303324,126.7104611
425,공원/산/동.식물원,비블리아성서식물원,제주특별자치도 제주시 한림읍 조성로 17,33.35617141,126.2749998
426,공원/산/동.식물원,제주관광식물원,제주특별자치도 서귀포시 색달동 2920,33.25271535,126.4135191
427,공원/산/동.식물원,제주43평화공원,제주특별자치도 제주시 명림로 430,33.45089872,126.6206565
428,공원/산/동.식물원,어린이공원,제주특별자치도 제주시 봉개동 산 53-20,33.45147,126.6240443
429,공원/산/동.식물원,동백언덕,제주특별자치도 서귀포시 안덕면 상창리 271,33.28976437,126.3698595
430,공원/산/동.식물원,혼인지공원,제주특별자치도 서귀포시 성산읍 온평리 1268-8,33.39391986,126.8978315
431,공원/산/동.식물원,돌미로공원,제주특별자치도 서귀포시 성산읍 풍천로 229-23,33.36297575,126.8353228
432,공원/산/동.식물원,서귀포해양공원,제주특별자치도 서귀포시 서홍동 710-1,33.23998479,126.5579612
433,공원/산/동.식물원,최남단체험공원,제주특별자치도 서귀포시 남원읍 남위남성로 168,33.28995055,126.6934547
434,공원/산/동.식물원,사계리체육공원,제주특별자치도 서귀포시 안덕면 사계리 3530-7,33.22124921,126.2950971
435,공원/산/동.식물원,성서식물원,제주특별자치도 제주시 한림읍 조성로 17,33.35617141,126.2749998
436,공원/산/동.식물원,여미지식물원,제주특별자치도 서귀포시 색달동 2920,33.25271535,126.4135191
437,공원/산/동.식물원,풍차공원,제주특별자치도 서귀포시 중문관광로72번길 35,33.24901384,126.4092417
438,공원/산/동.식물원,최남단공원,제주특별자치도 서귀포시 남원읍 남위남성로 168,33.28995055,126.6934547
439,공원/산/동.식물원,사계리공원,제주특별자치도 서귀포시 안덕면 사계리 3530-7,33.22124921,126.2950971
440,체험/레져,삼풍마린레져,제주특별자치도 제주시 화북일동 3988-1,33.51835673,126.5627099
441,체험/레져,제주해양레져,제주특별자치도 서귀포시 중문동 2785,33.2762595,126.426449
442,체험/레져,제일레져스쿠버,제주특별자치도 서귀포시 표선면 표선리 40-10,33.32494249,126.8451225
443,체험/레져,통오름레져우스,제주특별자치도 서귀포시 성산읍 신산리 1906-3,33.38929135,126.8483567
444,체험/레져,제주해양레져스포츠센터,제주특별자치도 서귀포시 안덕면 화순리 2063,33.25535512,126.3289751
445,체험/레져,멍에종합레져승마장,제주특별자치도 서귀포시 성산읍 난산리 2815,33.41312813,126.8327691
446,체험/레져,마린레져,제주특별자치도 제주시 화북일동 3988-1,33.51835673,126.5627099
447,체험/레져,해양레져스포츠센터,제주특별자치도 서귀포시 안덕면 화순서서로 59,33.25625962,126.3281907
448,체험/레져,동부레져타운,제주특별자치도 서귀포시 표선면 번영로 2454,33.40879019,126.7698644
449,테마파크,소인국테마파크,제주특별자치도 서귀포시 안덕면 서광리 725,33.29037685,126.3226754
450,테마파크,감귤테마팜,제주특별자치도 서귀포시 중문동 1199-1,33.26182649,126.4343562
451,테마파크,무병장수테마파크,제주특별자치도 제주시 애월읍 어음리 49,33.39551141,126.3611459
452,테마파크,무병장수테마파크역사문화,제주특별자치도 제주시 애월읍 어음리 49-1,33.39564992,126.3616453
453,테마파크,무병장수테마파크힐링명상센터,제주특별자치도 제주시 애월읍 어음리 49,33.39551141,126.3611459
454,테마파크,화산석테마,제주특별자치도 서귀포시 회수동 576,33.25197597,126.4457036
455,테마파크,에코랜드테마파크,제주특별자치도 제주시 조천읍 교래리 1221-1,33.41404352,126.6748184
456,테마파크,가뫼물농촌테마,제주특별자치도 서귀포시 남원읍 남원리 2019,33.29061983,126.6938072
457,테마파크,백록담흰사슴테마파크,제주특별자치도 서귀포시 안덕면 서광리 160,33.282308,126.3314246
458,테마파크,시크릿테마파크,제주특별자치도 제주시 노형동 244-1,33.45835163,126.4849162
459,테마파크,한라수목원테마파크,제주특별자치도 제주시 연동 1320,33.47057707,126.4884115
460,테마파크,숲폭바이크펀테마파크,제주특별자치도 제주시 조천읍 선흘리 2019-5,33.47889295,126.7011465
461,테마파크,석부작테마,제주특별자치도 서귀포시 호근동 569-8,33.25041046,126.5370319
462,테마파크,제주마테마파크,제주특별자치도 서귀포시 성산읍 난산리 2614,33.41849076,126.8424428
463,테마파크,최남단농촌체험테마,제주특별자치도 서귀포시 남원읍 남원리 2019,33.29061983,126.6938072
464,테마파크,가뫼물제주농촌테마,제주특별자치도 서귀포시 남원읍 남위남성로 164,33.29002591,126.6937668
465,테마파크,흰사슴테마파크,제주특별자치도 서귀포시 안덕면 서광리 160,33.282308,126.3314246
466,테마파크,수목원테마파크,제주특별자치도 제주시 은수길 69,33.47065313,126.488218
467,테마파크,펀테마파크,제주특별자치도 제주시 조천읍 선교로 266-4,33.47894929,126.7006523
468,테마파크,제주천체테마파크,제주특별자치도 제주시 선돌목동길 60,33.44457638,126.5491866
469,테마파크,커피테마파크워터월드,제주특별자치도 서귀포시 월드컵로 31,33.24706787,126.5073624
470,테마파크,라이팅&미디어테마파크,제주특별자치도 서귀포시 토평남로48번길 53,33.26184483,126.5955369
