R_Eatery_Name,R_Eatery_Old_Addr,R_Eatery_Addr,R_Eatery_Latitude,R_Eatery_Longtitude,R_Eatery_Score,R_Eatery_Views,R_Eatery_Preference,R_Eatery_Reviews,R_Eatery_Bookmarks
커피잇수다,제주특별자치도 서귀포시 성산읍 일출로 280,제주특별자치도 서귀포시 성산읍 일출로 280,33.462593,126.93484,0,800,0,0,0
황궁쟁반탐라원,제주특별자치도 제주시 원노형6길 7(노형동),제주특별자치도 제주시 원노형6길 7(노형동),33.485336,126.483,0,2464,1,0,5
제라한보쌈,제주특별자치도 제주시 노형동 2589-3,제주특별자치도 제주시 정존1길 33,33.4833202,126.4704267,5,3099,0,1,11
재복헌훠궈,제주특별자치도 서귀포시 안덕면 서광리 산 24,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3017501,126.3206458,5,2125,3,3,4
성산포뚝배기,제주특별자치도 서귀포시 성산읍 성산리 399-12,제주특별자치도 서귀포시 성산읍 일출로 236,33.46017,126.93126,0,999,0,0,6
짬뽕에취한날,제주특별자치도 제주시 연동 311-21,제주특별자치도 제주시 귀아랑2길 4,33.491146,126.497894,4,2502,0,3,24
카페마니,제주특별자치도 제주시 구좌읍 평대리 2033-1,제주특별자치도 제주시 구좌읍 해맞이해안로 1112,33.53737,126.83743,4,6963,4,17,38
마린보이횟집,제주특별자치도 제주시 용담삼동 2297-1,제주특별자치도 제주시 어영길 10,33.5191024,126.4941597,5,2384,0,2,9
제대가는길,제주특별자치도 제주시 아라1동 358-6,제주특별자치도 제주시 제주대학로 75-1,33.459724,126.5585,5,2143,0,1,2
장승포식당,제주특별자치도 서귀포시 성산읍 고성리 298-11,제주특별자치도 서귀포시 성산읍 동류암로 32,33.449215,126.91693,3,1805,0,1,5
와토커피,제주특별자치도 서귀포시 대정읍 상모리 3854-5,제주특별자치도 서귀포시 대정읍 동일하모로 238,33.2254,126.25662,5,2346,2,4,25
유끼네,제주특별자치도 서귀포시 표선면 성읍리 1633-8,제주특별자치도 서귀포시 표선면 성읍정의현로136번길 5-8,33.393875,126.7976,0,1081,0,0,3
나루면빨,제주특별자치도 제주시 애월읍 고내리 1124,제주특별자치도 제주시 애월읍 고내로9길 44-2,33.466644,126.3384,5,1144,0,1,6
이스트엔드,제주특별자치도 제주시 구좌읍 종달리 565-55,제주특별자치도 제주시 구좌읍 종달로1길 123,33.496372,126.908394,0,697,0,0,2
금뽕똘향토음식점,제주특별자치도 제주시 번영로 500 (봉개동),제주특별자치도 제주시 번영로 500 (봉개동),33.489517,126.5954,0,3460,1,0,26
대광장식당,제주특별자치도 서귀포시 서귀동 297-1,제주특별자치도 서귀포시 중앙로 79,33.2516803,126.5610421,4,1737,1,1,8
달콤한휴식,제주특별자치도 제주시 애월읍 납읍리 1249-4,제주특별자치도 제주시 애월읍 천덕로 395,33.4227568,126.3362041,3,2461,0,1,5
한치앞도모를바다,제주특별자치도 제주시 한림읍 협재리 1796-2,제주특별자치도 제주시 한림읍 협재6길 9,33.394592,126.2425,4,3785,0,5,13
별방21,제주특별자치도 제주시 구좌읍 하도리 1774-7,제주특별자치도 제주시 구좌읍 문주란로1길 74-20,33.514984,126.88177,0,682,0,0,1
돈돼지흑돼지,제주특별자치도 서귀포시 표선면 표선리 840,제주특별자치도 서귀포시 표선면 표선백사로 108,33.3225332,126.8228665,0,1236,0,0,16
마돈,제주특별자치도 서귀포시 성산읍 고성리 206-11,제주특별자치도 서귀포시 성산읍 섭지코지로 56,33.4375266,126.9218868,0,2827,0,0,11
타코마씸,제주특별자치도 제주시 구좌읍 월정리 13,제주특별자치도 제주시 구좌읍 해맞이해안로 474,33.55505,126.79723,3,1347,0,2,9
로뎀가든,제주특별자치도 제주시 우도면 연평리 2515,제주특별자치도 제주시 우도면 우도해안길 264,33.50358,126.94283,4,4561,2,13,21
청춘다락,제주특별자치도 제주시 애월읍 신엄리 757-4,제주특별자치도 제주시 애월읍 일주서로 6755,33.473713,126.37357,4,1104,0,2,6
88버거,제주특별자치도 서귀포시 서귀동 255-9,제주특별자치도 서귀포시 동문로 63 (서귀동),33.249256,126.56721,4,5211,1,5,52
포도원흑돼지,제주특별자치도 제주시 노형동 124-1,제주특별자치도 제주시 1100로 3155,33.4681555,126.4847313,5,2307,1,2,14
사방팔방,제주특별자치도 제주시 외도일동 494-5,제주특별자치도 제주시 우정로10길 12,33.4888877,126.4296093,0,1611,0,0,1
삼무국수,제주특별자치도 제주시 연동 271-10,제주특별자치도 제주시 삼무로3길 46-1,33.490567,126.491045,5,5993,1,3,75
신동성식당,제주특별자치도 서귀포시 토평동 1290,제주특별자치도 서귀포시 토평남로 109,33.2676528,126.5893094,0,1658,0,0,5
아일랜드조르바,제주특별자치도 제주시 구좌읍 평대리 1958-7,제주특별자치도 제주시 구좌읍 대수길 9,33.535576,126.83914,5,1418,0,1,7
에너벨리,제주특별자치도 제주시 한림읍 한림로 356,제주특별자치도 제주시 한림읍 한림로 356,33.394806,126.24187,0,1615,0,0,7
몽생이,제주특별자치도 제주시 한경면 저지리 2841-2,제주특별자치도 제주시 한경면 녹차분재로 628,33.3246425,126.2605156,0,2613,0,0,22
낙화곡주(구.우도주막),제주특별자치도 제주시 우도면 주흥1길 21,제주특별자치도 제주시 우도면 주흥1길 21,33.516388,126.94998,0,796,0,0,4
카페루시아,제주특별자치도 서귀포시 안덕면 창천리 840-2,제주특별자치도 서귀포시 안덕면 난드르로 49-19,33.234962,126.36379,5,1958,0,4,14
상춘재,제주특별자치도 제주시 조천읍 선흘리 1829-11,제주특별자치도 제주시 조천읍 선진길 26,33.45866,126.70484,3,7395,1,1,29
순이네해장국,제주특별자치도 제주시 이도이동 1067-2,제주특별자치도 제주시 오복4길 8,33.4954211,126.5363706,0,1399,0,0,0
과수원집,제주특별자치도 제주시 건입동 113,제주특별자치도 제주시 천수동로 35,33.507515,126.546295,0,967,0,0,1
파리바게트 성산일출봉점,제주특별자치도 서귀포시 성산읍 성산리 135-1,제주특별자치도 서귀포시 성산읍 일출로 270-1,33.46191,126.934555,5,253,0,1,0
금강민물장어,제주특별자치도 서귀포시 동홍동 640-1,제주특별자치도 서귀포시 일주동로 8597,33.25429,126.56952,0,1315,1,0,0
돔베돈 공항점,제주특별자치도 제주시 도남동 61-4,제주특별자치도 제주시 연삼로 316,33.49179,126.52639,5,1102,0,1,1
독도참치,제주특별자치도 서귀포시 서귀동 256-23,제주특별자치도 서귀포시 동문로 62-1,33.249107,126.56686,0,1011,0,0,0
조마루뼈다귀서귀포점,제주특별자치도 서귀포시 동홍동 422-2,제주특별자치도 서귀포시 동홍동로 13,33.2561,126.574745,0,1107,0,0,1
브릭스 제주,제주특별자치도 제주시 구좌읍 김녕리 3416,제주특별자치도 제주시 구좌읍 김녕로2길 6,33.554623,126.74302,5,1751,0,0,9
봉끄랑,제주특별자치도 제주시 우도면 연평리 2649-1,제주특별자치도 제주시 우도면 우도해안길 144,33.4943265,126.9451046,5,5391,2,5,13
망고레이,제주특별자치도 제주시 우도면 연평리 1747-4,제주특별자치도 제주시 우도면 우도로 1,33.5033191,126.9556775,5,4605,1,18,31
운정이네,제주특별자치도 서귀포시 안덕면 감산리 359-1,제주특별자치도 서귀포시 안덕면 일주서로 1524,33.258415,126.35306,4,23995,3,19,138
신설오름,제주특별자치도 제주시 일도2동 409-5,제주특별자치도 제주시 고마로17길 2,33.50546,126.54163,4,7179,0,7,42
바당꺼몬딱,제주특별자치도 제주시 우도면 연평리 2649-1,제주특별자치도 제주시 우도면 우도해안길 144,33.49418,126.945274,5,1265,0,1,0
또또시,제주특별자치도 서귀포시 하효동 999,제주특별자치도 서귀포시 쇠소깍로 151-8,33.250526,126.62091,5,2166,1,1,8
중문자연산횟집,제주특별자치도 서귀포시 중문동 2107-1,제주특별자치도 서귀포시 중문로 11,33.25296,126.423386,3,1664,0,1,3
몽상드애월(몽상),제주특별자치도 제주시 애월읍 애월리 2546,제주특별자치도 제주시 애월읍 애월북서길 56-1,33.463326,126.309204,4,43568,20,66,445
제주도푸른밥,제주특별자치도 제주시 조천읍 조천리 2684,제주 제주시 조천읍 조함해안로 29,33.5396,126.63705,4,4815,0,5,35
일통이반,제주특별자치도 제주시 삼도2동 9-1,제주특별자치도 제주시 중앙로2길 25,33.5170648,126.5221484,5,5759,2,4,28
바다다,제주특별자치도 서귀포시 대포동 2384,제주특별자치도 서귀포시 대포로 148-15,33.236816,126.437065,4,14377,8,20,142
바다목장 횟집,제주시 조천읍 함덕리 1004-30,제주시 조천읍 조함해안로 530,33.54248,126.66959,0,555,0,0,1
제주바다바다,제주특별자치도 제주시 노형동 2519-22,제주특별자치도 제주시 정존1길 2,33.481594,126.472855,5,16174,11,8,87
중화요리 사해방,제주특별자치도 서귀포시 중문동 1891-7,제주특별자치도 서귀포시 천제연로 263,33.2515411,126.4327965,5,1897,0,0,1
우무(umu),제주특별자치도 제주시 한림읍 옹포리 324-3,제주특별자치도 제주시 한림읍 한림로 542-1,33.4059055,126.2565392,0,4460,0,0,27
델문도,제주특별자치도 제주시 조천읍 함덕리 1008-1,제주특별자치도 제주시 조천읍 조함해안로 519-10,33.54379,126.668846,4,21264,17,37,268
도두해녀의집,제주특별자치도 제주시 도두1동 2587-4,제주특별자치도 제주시 도두항길 16,33.5062012,126.4666854,5,10703,1,3,81
예소담,제주특별자치도 제주시 천수로 6,제주특별자치도 제주시 천수로 6,33.50243,126.5379,5,356,0,5,1
이돈갓시청점,제주특별자치도 제주시 이도2동 1186-10,제주특별자치도 제주시 광양14길 9,33.497944,126.52979,0,1303,0,0,0
원항아리칼국수보쌈,제주특별자치도 제주시 도남동 685-2,제주특별자치도 제주시 복지로1길 11,33.488648,126.5204611,0,766,0,0,1
덤장,제주특별자치도 제주시 용문로 48,제주특별자치도 제주시 용문로 48,33.50411,126.50143,5,5273,0,1,18
카카듀,제주특별자치도 제주시 이도2동 1978-1,제주특별자치도 제주시 박성내서길 18,33.491295,126.54184,5,703,0,1,1
서우봉가든,제주특별자치도 제주시 조천읍 함덕리 2691-1,제주특별자치도 제주시 조천읍 함대로 78,33.53723,126.65838,0,1396,0,0,2
생이소리,제주특별자치도 제주시 봉개동 234-32,제주특별자치도 제주시 명림로 231,33.466843,126.6114,0,2026,0,0,5
제주맛촌본점,제주특별자치도 제주시 용담3동 1144,제주특별자치도 제주시 서해안로 546,33.519913,126.49706,0,864,0,0,1
카페헤밍웨이,제주특별자치도 제주시 한림읍 협재리 1416-1,제주특별자치도 제주시 한림읍 한림로 431,33.39981,126.247475,5,1848,0,1,2
황금어장(제주시),제주특별자치도 제주시 연동 294-114,제주특별자치도 제주시 사장길 14,33.4843984,126.4955557,0,5163,1,0,8
순옥이네 명가,제주 제주시 도두1동 2615-5,제주 제주시 도공로 8,33.505558,126.465065,4,36224,16,17,294
순정문어,제주특별자치도 제주시 용담3동 1092-2,제주특별자치도 제주시 서해안로 579,33.518528,126.50028,5,2062,0,1,6
북촌에가면,제주특별자치도 제주시 조천읍 북촌리 1262-1,제주특별자치도 제주시 조천읍 북촌5길 6,33.547928,126.69252,5,8775,3,6,36
미친부엌,제주특별자치도 제주시 삼도2동 1192-28,제주특별자치도 제주시 탑동로 15,33.517007,126.5231956,5,20029,8,10,87
코코찌봉,제주특별자치도 제주시 구좌읍 세화리 3645-4,제주특별자치도 제주시 구좌읍 세평항로 26,33.52557,126.854416,0,587,0,0,1
제주광어직판장,제주특별자치도 서귀포시 표선면 표선리 43,제주특별자치도 서귀포시 표선면 표선당포로 7,33.325676,126.84353,5,1457,0,1,4
동도원,제주특별자치도 서귀포시 대포동 2201,제주특별자치도 서귀포시 이어도로 189,33.2395395,126.4418614,5,3848,0,1,6
금보,제주특별자치도 제주시 건입동 1319-50,제주특별자치도 제주시 서부두길 14,33.5174829,126.5284174,0,725,0,0,1
해월향,제주특별자치도 서귀포시 성산읍 고성리 1115-2,제주특별자치도 서귀포시 성산읍 고성오조로 33,33.446968,126.914444,0,1417,0,0,1
제일식당,제주특별자치도 제주시 추자면 대서리 8-4,제주특별자치도 제주시 추자면 추자로 16-2,33.9636368,126.2972765,0,1423,0,0,0
옹포별장가든,제주특별자치도 제주시 한림읍 옹포리 314-2,제주특별자치도 제주시 한림읍 한림상로 24,33.40497,126.25798,0,1473,0,0,2
거부한정식(신제주점),제주특별자치도 제주시 연동 262-39,제주특별자치도 제주시 제원4길 3,33.486347,126.48893,0,2208,1,0,6
뜰향기,제주특별자치도 제주시 조천읍 와흘리 122-3,제주특별자치도 제주시 조천읍 남조로 2326,33.499622,126.53119,0,1827,0,0,7
거닐다,제주특별자치도 서귀포시 안덕면 대평감산로 9,제주특별자치도 서귀포시 안덕면 대평감산로 9,33.235462,126.366776,3,731,0,1,1
다미진,제주특별자치도 서귀포시 표선면 표선리 40-51,제주특별자치도 서귀포시 표선면 민속해안로 578-1,33.325073,126.84412,0,1885,0,0,0
대원가,제주특별자치도 제주시 도남동 62-1,제주특별자치도 제주시 도남로16길 15,33.491524,126.52702,5,1998,0,4,8
육갑봉,제주특별자치도 제주시 아라2동 3008-5,제주특별자치도 제주시 신설로11길 2-9,33.49104,126.544846,0,1178,0,0,1
제주슬로비,제주특별자치도 제주시 애월읍 애월리 1587,제주특별자치도 제주시 애월읍 애원로 4,33.46403,126.31984,0,1221,0,0,9
앨리스 카페,제주특별자치도 제주시 이도2동 1188-15,제주 제주시 서광로32길 36-1,33.49756,126.52962,4,1885,0,6,6
현경식당,제주특별자치도 제주시 이도일동 1289-5,제주특별자치도 제주시 동광로1길 32,33.5032944,126.527915,0,598,0,0,0
텍시아,제주특별자치도 제주시 구좌읍 평대리 1958-4,제주특별자치도 제주시 구좌읍 평대2길 39-28,33.5355,126.838974,0,1690,1,0,5
다올터해장국,제주특별자치도 서귀포시 동문동로 6,제주특별자치도 서귀포시 동문동로 6,33.249847,126.567444,4,1133,1,1,5
도희네칼국수,제주특별자치도 서귀포시 안덕면 서광리 956-4,제주특별자치도 서귀포시 안덕면 중산간서로 1957,33.2896606,126.3148155,5,2626,0,2,11
벨로인카페,제주특별자치도 제주시 도두1동 2547,제주특별자치도 제주시 서해안로 150 (도두일동),33.503025,126.4655,5,793,0,1,1
알라스카인제주,제주특별자치도 제주시 조천읍 신북로 572,제주특별자치도 제주시 조천읍 신북로 572,33.5401,126.67042,5,2138,0,3,7
명랑스낵,제주특별자치도 제주시 한림읍 한림리 1479-4,제주특별자치도 제주시 한림읍 한림로 585,33.409283,126.258835,4,17837,11,20,189
부두식당 (모슬포),제주특별자치도 서귀포시 대정읍 하모리 770-9,제주특별자치도 서귀포시 대정읍 하모항구로 62,33.218906,126.25106,5,8827,4,5,35
연우네,제주특별자치도 제주시 노형동 139-3,제주특별자치도 제주시 은수길 110,33.466785,126.48782,5,1686,0,1,2
