R_Stay_Name,R_Stay_Old_Addr,R_Stay_Addr,R_Stay_Latitude,R_Stay_Longtitude,R_Stay_Score,R_Stay_Views,R_Stay_Preference,R_Stay_Reviews,R_Stay_Bookmarks
편백나무 한옥펜션 먼나머루,제주특별자치도 제주시 조천읍 와흘리 446,제주특별자치도 제주시 조천읍 남조로 2537,33.489376,126.65007,0,551,0,0,0
동백동산펜션,제주시 조천읍 선흘리 999,제주시 조천읍 북흘로 378,33.516254,126.70612,0,662,0,0,0
우리희망이 게스트하우스,제주시 조천읍 신흥리 487,제주시 조천읍 신흥관전길 60-1,33.546017,126.64951,5,2726,5,1,7
관식이네민박,제주특별자치도 제주시 한경면 낙천리 1931-1,제주특별자치도 제주시 한경면 낙원로 168,33.32565,126.227196,0,753,0,0,0
하도리민박,제주특별자치도 제주시 구좌읍 하도리 1412-1,제주특별자치도 제주시 구좌읍 문주란로 22-1,33.518147,126.88513,5,6104,0,2,7
UTS제주골프빌리지,제주도 제주시 애월읍 광령리 2807-3,제주도 제주시 애월읍 광령평화2길 170-2,33.430923,126.4344,0,1137,0,0,1
한옥휴양타운펜션,제주특별자치도 제주시 추자면 신양리 874-11,제주특별자치도 제주시 추자면 석두리길 4,33.9354341,126.3227638,1,1588,2,1,1
도시락게스트하우스,제주특별자치도 서귀포시 성산읍 성산리 196-2,제주특별자치도 서귀포시 성산읍 성산중앙로 48,33.463905,126.93419,5,1234,0,1,0
호텔섬오름,제주특별자치도 서귀포시 법환동 1513,제주특별자치도 서귀포시 막숙포로 114,33.232906,126.51082,4,2476,1,2,3
고양이정원,제주특별자치도 제주시 구좌읍 월정리 696-1,제주특별자치도 제주시 구좌읍 월정중길 28,33.557507,126.79248,4,1966,0,2,5
Oh! 세화! (오세화게스트하우스),제주특별자치도 제주시 구좌읍 세화리 887,제주특별자치도 제주시 구좌읍 세송로 8-11,33.51694,126.85955,5,5984,0,1,6
봉쟈 게스트하우스,제주특별자치도 제주시 화북1동 1547,제주특별자치도 제주시 진동로 81,33.52586,126.56844,4,3986,0,2,7
볼레낭펜션,제주특별자치도 제주시 우도면 연평리 741,제주특별자치도 제주시 우도면 우도해안길 744,33.51853,126.960144,5,896,0,1,1
콴도제주,제주특별자치도 서귀포시 남원읍 위미리 1996-6,제주특별자치도 서귀포시 남원읍 태위로151번길 14-12,33.306034,126.65809,5,2602,0,1,1
히든클리프 호텔 앤 네이쳐,제주특별자치도 서귀포시 상예동 625,제주특별자치도 서귀포시 예래해안로 542,33.254364,126.40315,4,8426,1,19,30
나무처럼 게스트하우스,제주시 한림읍 금능리 1824,제주시 한림읍 홍수암로 3-1,33.38512,126.22653,5,3335,0,1,6
안녕한계절,제주특별자치도 제주시 구좌읍 행원리 1537-11,제주특별자치도 제주시 구좌읍 행원로1길 26-2,33.55424,126.80048,3,1257,0,1,4
산방산클립게스트하우스,제주특별자치도 서귀포시 안덕면 사계리 1504-6,제주특별자치도 서귀포시 안덕면 사계로114번길 32,33.237034,126.30206,3,970,0,2,5
라림부띠끄호텔,제주특별자치도 서귀포시 안덕면 창천리 907-1,제주특별자치도 서귀포시 안덕면 대평로 39,33.23693,126.363045,3,1978,0,1,2
덕후게스트하우스,제주특별자치도 서귀포시 안덕면 화순리 847-1,제주특별자치도 서귀포시 안덕면 화순해안로 63,33.241215,126.333626,3,757,0,1,0
흰고래게스트하우스,제주특별자치도 서귀포시 서호동 65-2,제주특별자치도 서귀포시 이어도로1066번길 26,33.244057,126.523705,5,1980,0,1,0
달빛빌리지,제주특별자치도 제주시 조천읍 와산리 867-1,제주특별자치도 제주시 조천읍 함와로 548-1,33.49486,126.679504,5,952,0,1,1
안녕제주,제주특별자치도 제주시 구좌읍 김녕리 116-1,제주특별자치도 제주시 구좌읍 일주동로 2245,33.55135,126.77058,0,552,0,0,2
언니게스트하우스,제주특별자치도 제주시 구좌읍 평대리 2028,제주특별자치도 제주시 구좌읍 대수길 10-12,33.536465,126.839424,0,809,0,0,1
노닐다 게스트하우스,제주특별자치도 제주시 우도면 연평리 1785,제주특별자치도 제주시 우도면 우도해안길 84-3,33.4943,126.95095,0,965,0,0,1
뱅디가름게스트하우스,제주특별자치도 서귀포시 성산읍 고성리 1052-4,제주특별자치도 서귀포시 성산읍 서성일로1222번길 17,33.445717,126.90984,0,1178,0,0,1
동굴민박,제주특별자치도 제주시 우도면 연평리 242-4,제주특별자치도 제주시 우도면 영일길 156-12,33.501167,126.96757,0,1127,0,0,0
핸즈인제주,제주시 구좌읍 비자숲길 13,제주시 구좌읍 비자숲길 13,33.495426,126.81215,0,1040,0,0,2
리니민박(RINY),제주특별자치도 서귀포시 표선면 성읍리 653-1,제주특별자치도 서귀포시 표선면 성읍민속로149번길 1,33.390213,126.79784,0,5320,3,0,4
이디wan,제주특별자치도 제주시 노형동 96,제주특별자치도 제주시 은수길 60,33.47108,126.486664,0,428,0,0,0
수하리839,제주특별자치도 서귀포시 성산읍 온평리 839,제주특별자치도 서귀포시 성산읍 온평애향로 21,33.407745,126.89991,0,1614,1,0,1
송림원,제주특별자치도 제주시 애월읍 납읍리 1365-1,제주특별자치도 제주시 애월읍 천덕로 313-3,33.4282046,126.3310263,0,1116,0,0,0
하도하도3200,제주시 구좌읍 하도리 3200번지,제주시 구좌읍 면수1길 36,33.525005,126.86374,0,442,0,0,1
아토하우스,제주특별자치도 서귀포시 남원읍 신흥리 288-6,제주특별자치도 서귀포시 남원읍 신흥앞동산로 84,33.337265,126.740845,0,380,0,0,0
바다별,제주특별자치도 서귀포시 남원읍 태흥리 601-1,제주특별자치도 서귀포시 남원읍 태위로977번길 14,33.2887,126.74746,0,204,0,0,0
하늘정원펜션,제주특별자치도 서귀포시 보목동 1239-1,제주특별자치도 서귀포시 칠십리로394번길 8-4,33.243984,126.59329,0,987,0,0,1
파밀리아호텔,제주특별자치도 서귀포시 대포동 2079,제주특별자치도 서귀포시 대포동서로 63-20,33.24088,126.43825,0,901,0,0,0
오시록헌펜션,제주특별자치도 제주시 한림읍 금능리 1470-2,제주특별자치도 제주시 한림읍 금능6길 8,33.38779,126.23198,0,1717,0,0,0
아모르하우스,제주특별자치도 제주시 구좌읍 종달리 1380,제주특별자치도 제주시 구좌읍 해맞이해안로 2060-18,33.50878,126.90189,0,1320,0,0,1
옥빛바다민박,제주특별자치도 제주시 구좌읍 김녕로17길 28-1,제주특별자치도 제주시 구좌읍 김녕로17길 28-1,33.557575,126.75413,0,585,0,0,0
나무아래독채펜션,제주특별자치도 제주시 구좌읍 송당리 1859,제주특별자치도 제주시 구좌읍 송당서길 51-1,33.466885,126.76945,0,1900,0,0,4
소풍BnB,제주특별자치도 서귀포시 호근동 1405-4,제주특별자치도 서귀포시 호근남로 82,33.2515937,126.5323378,0,1118,0,0,0
몬딱게스트하우스,제주특별자치도 제주시 구좌읍 세화리 1164-1,제주특별자치도 제주시 구좌읍 세화서길 7-31,33.518997,126.852776,0,1229,0,0,0
모루티,제주특별자치도 서귀포시 법환동 134,제주특별자치도 서귀포시 이어도로 986-1,33.241333,126.51848,0,686,0,0,1
제주 스카이라인 휴양펜션,제주특별자치도 제주시 해안동 35-8,제주특별자치도 제주시 주르레남길 19,33.44097,126.48302,0,2149,0,0,0
메르빌 펜션 & 게스트하우스,제주특별자치도 제주시 조천읍 함덕리 3294,제주특별자치도 제주시 조천읍 조함해안로 378,33.547684,126.6568,0,549,0,0,1
씨엘드제주,제주특별자치도 서귀포시 표선면 세화리 353,제주특별자치도 서귀포시 표선면 세성로 67-2,33.311745,126.80346,0,1234,0,0,1
밍기적게스트하우스,제주특별자치도 제주시 구좌읍 월정리 440,제주특별자치도 제주시 구좌읍 월정1길 54-8,33.55578,126.79311,0,594,0,0,1
거드락지민박,제주특별자치도 제주시 한림읍 협재리 2436-3,제주특별자치도 제주시 한림읍 한림로 350,33.394478,126.241394,0,1385,0,0,4
별마로펜션,제주특별자치도 제주시 이호1동 687,제주특별자치도 제주시 항골남길 32-16,33.49821,126.46017,0,924,0,0,0
더들집,제주특별자치도 제주시 구좌읍 동복리 1607,제주특별자치도 제주시 구좌읍 동복로1길 23-3,33.554398,126.71296,5,3375,0,1,2
휘슬락호텔,제주특별자치도 제주시 건입동 1443-2,제주특별자치도 제주시 서부두2길 26,33.5173865,126.5275849,4,1300,1,1,7
활엽수 게스트하우스,제주 서귀포시 대정읍 상모리 3134-2,제주 서귀포시 상모대서로 20번길 44,33.225346,126.261314,5,4471,0,5,4
힐링캠프펜션,서귀포시 남원읍 위미리 3392-1,서귀포시 남원읍 위미항구로 96,33.282875,126.65572,0,762,0,0,0
더쉼팡스파&풀빌라,제주특별자치도 서귀포시 표선면 세화리 353-20,제주특별자치도 서귀포시 표선면 세성로 67-10,33.3255768,126.7999334,0,1920,0,0,0
에스호텔,제주특별자치도 제주시 도두1동 2272-2,제주특별자치도 제주시 오일장중길 26,33.495434,126.47151,0,665,0,0,0
파파야게스트하우스 펜션,제주특별자치도 서귀포시 성산읍 오조리 391,제주특별자치도 서귀포시 성산읍 해맞이해안로 2725,33.471638,126.91711,5,3119,0,5,0
미르앤러브게스트하우스,제주특별자치도 제주시 용담2동 603-30,제주특별자치도 제주시 용담로7길 4,33.51282,126.510704,5,5980,6,6,13
쉼게스트하우스,제주특별자치도 제주시 한림읍 협재리 1374,제주특별자치도 제주시 한림읍 옹포2길 30,33.398495,126.24979,0,1193,0,0,0
다올제민박,제주특별자치도 제주시 구좌읍 하도리 1290-1,제주특별자치도 제주시 구좌읍 하도7길 9,33.51621,126.88542,0,1449,0,0,0
라마다 제주시티호텔,제주특별자치도 제주시 이도이동 1025-8,제주특별자치도 제주시 중앙로 304,33.4934657,126.5343138,4,2723,3,2,7
볼몽지엥하우스,제주특별자치도 서귀포시 보목동 482,제주특별자치도 서귀포시 보목포로1번길 10,33.241978,126.605995,0,1442,1,0,3
소낭재,제주특별자치도 제주시 한림읍 협재리 1022,제주특별자치도 제주시 한림읍 협재로 181-57,33.38341,126.25289,0,835,0,0,0
체이슨호텔 더 스마일,제주특별자치도 서귀포시 법환동 741-2,제주특별자치도 서귀포시 신서로48번길 50,33.252857,126.51023,0,796,0,0,5
포구민박,제주시 애월읍 하귀1리 1630-1,제주시 애월읍 하귀12길 20-1,33.48635,126.40897,5,5149,5,2,4
에덴통나무빌리지,제주특별자치도 제주시 한경면 저지리 2481-3,제주특별자치도 제주시 한경면 명이1길 32,33.322475,126.26769,5,1882,0,1,1
나인스파빌,제주특별자치도 제주시 애월읍 광령리 2970,제주특별자치도 제주시 애월읍 하광로 518,33.445423,126.4303404,0,1610,0,0,3
해안길펜션,제주특별자치도 제주시 우도면 연평리 751,제주특별자치도 제주시 우도면 우도해안길 690,33.51974,126.95852,5,1001,0,1,0
우도몽생이,제주특별자치도 제주시 우도면 영일길 125,제주특별자치도 제주시 우도면 영일길 125,33.501728,126.96384,5,1044,0,1,1
빌림,제주특별자치도 제주시 도두1동 2489-2,제주특별자치도 제주시 오래물길 23,33.50367,126.46777,5,3129,2,1,9
더블루제주,제주특별자치도 서귀포시 보목동 750-1,제주특별자치도 서귀포시 칠십리로 479,33.24195,126.60178,0,997,0,0,0
맑은바람 펜션,제주특별자치도 제주시 구좌읍 행원리 1537-12,제주특별자치도 제주시 구좌읍 행원로1길 26-4,33.554226,126.80068,0,3831,2,0,4
드헤브펜션,제주특별자치도 제주시 구좌읍 하도리 1774-10,제주특별자치도 제주시 구좌읍 문주란로1길 74-24,33.52417,126.883354,3,2854,0,2,3
블랙롯지,제주특별자치도 서귀포시 성산읍 수산리 716-3,제주특별자치도 서귀포시 성산읍 서성일로991번길 25,33.439297,126.85337,0,1275,0,0,0
포비네오두막게스트하우스,제주특별자치도 제주시 구좌읍 행원리 1261-1,제주특별자치도 제주시 구좌읍 행원로4길 26,33.5340986,126.7954364,0,843,0,0,1
제주항공우주호텔,제주도 서귀포시 안덕면 서광리 산41,제주도 서귀포시 안덕면 녹차분재로 216,33.302155,126.294685,0,2452,0,0,7
길섶나그네펜션,제주도 제주시 조천읍 와산리 1303-6,제주도 제주시 조천읍 미래로 241,33.468258,126.67884,0,2509,0,0,0
커플게스트하우스,제주특별자치도 제주시 애월읍 애월리 2484-1,제주특별자치도 제주시 애월읍 애월로1길 7,33.462345,126.311874,3,1240,0,1,2
발리인제주,제주도 제주시 구좌읍 종달리 572-10,제주도 제주시 구좌읍 달맞이해안로 2326,33.493397,126.90898,5,3697,1,1,5
메종드판포,제주특별자치도 제주시 한경면 판포리 2606-1,제주특별자치도 제주시 한경면 판포중2길 15,33.357914,126.20177,0,1026,0,0,1
월정소랑,제주특별자치도 제주시 구좌읍 월정리 694-1,제주특별자치도 제주시 구좌읍 월정1길 79-3,33.557644,126.79286,0,1151,0,0,1
제주목화휴양펜션,제주특별자치도 서귀포시 남원읍 남원리 2453-5,제주특별자치도 서귀포시 남원읍 태위로 483,33.2751664,126.6990735,0,1779,0,0,3
아이존호텔,제주특별자치도 제주시 연동 261-36,제주특별자치도 제주시 신광로4길 18,33.4890384,126.4882686,0,657,0,0,0
스카이워커,제주특별자치도 제주시 일도1동 1348-2,제주특별자치도 제주시 관덕로13길 11,33.514038,126.52598,4,653,0,1,0
비지터게스트하우스,제주특별자치도 제주시 이도1동 1349-24,제주특별자치도 제주시 오현길 85,33.51236,126.525215,0,1661,0,0,4
빌라배알로,제주특별자치도 서귀포시 성산읍 고성리 590-2,제주특별자치도 서귀포시 성산읍 환해장성로 941,33.434856,126.916374,0,1260,0,0,1
무이비엔,제주특별자치도 제주시 구좌읍 한동리 948-1,제주특별자치도 제주시 구좌읍 한동로4길 3,33.535076,126.82341,0,1882,0,0,2
 메리어트관 제주신화월드 호텔앤리조트,제주특별자치도 서귀포시 안덕면 서광리 산 24,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3017501,126.3206458,5,4449,1,1,9
자연인,제주특별자치도 제주시 아라일동 2082-1,제주특별자치도 제주시 아란서길 110,33.4683293,126.5385409,0,1425,0,0,0
마린포트리조트,제주특별자치도 서귀포시 강정동 2483-3,제주특별자치도 서귀포시 이어도로 744,33.2354436,126.4948834,0,1480,1,0,0
에이티눈호텔,제주특별자치도 제주시 연동 292-30,제주특별자치도 제주시 은남1길 8,33.4893618,126.4950589,0,1282,0,0,1
마레카펜션,제주특별자치도 제주시 한림읍 금능리 1682-1,제주특별자치도 제주시 한림읍 금능1길 26,33.3880393,126.2248884,0,751,0,0,0
우도쉼팡게스트하우스,제주특별자치도 제주시 우도면 연평리 1750-7,제주특별자치도 제주시 우도면 우도로 7,33.5033191,126.9556775,0,2312,0,0,0
클레멘타인,제주특별자치도 제주시 구좌읍 월정리 657,제주특별자치도 제주시 구좌읍 월정중길 57,33.55821,126.79443,0,691,0,0,0
세화리움,제주특별자치도 제주시 구좌읍 세화리 1-26,제주특별자치도 제주시 구좌읍 해녀박물관길 29,33.523354,126.8624,0,1434,0,0,0
매직우드펜션,제주특별자치도 제주시 애월읍 광령리 산 87,제주특별자치도 제주시 애월읍 광령리 산 87,33.444168,126.43762,0,602,0,0,1
차니비니게스트하우스,제주특별자치도 서귀포시 성산읍 고성리 224-15,제주특별자치도 서귀포시 성산읍 섭지코지로 51,33.43799,126.92172,0,697,0,0,0
카사마리나,제주특별자치도 서귀포시 표선면 표선리 45-3,제주특별자치도 서귀포시 표선면 표선당포로 27,33.3264989,126.8454547,0,653,0,0,1
해녀촌민박,제주특별자치도 제주시 우도면 서광리 2134-2,,33.506863,126.94886,0,563,0,0,0
우도스쿠버리조트,제주특별자치도 제주시 우도면 우도해안길 1128,제주특별자치도 제주시 우도면 우도해안길 1128,33.497814,126.967995,0,747,0,0,0
서머셋 제주신화월드 호텔앤리조트,제주특별자치도 서귀포시 안덕면 서광리 산 24-15,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,33.3017501,126.3206458,5,4232,1,2,16
유니콘펜션,제주특별자치도 서귀포시 안덕면 사계리 2082-1,제주특별자치도 서귀포시 안덕면 사계남로153번길 16,33.23006,126.305916,0,540,0,0,0
썬비치리조트,제주특별자치도 제주시 이호일동 329,제주특별자치도 제주시 서해안로 114,33.5028321,126.461519,0,2283,0,0,1
제주가온29,제주특별자치도 제주시 애월읍 곽지리 378-1,제주특별자치도 제주시 애월읍 중산간서로 5409,33.432774,126.32172,0,1837,1,0,3
도로시게스트하우스,제주특별자치도 서귀포시 성산읍 시흥리 1011-1,제주특별자치도 서귀포시 성산읍 시흥상동로68번길 26-1,33.4771045,126.8968889,0,1100,0,0,1
배목수집,제주특별자치도 제주시 구좌읍 세화리 815,제주특별자치도 제주시 구좌읍 세송로 43,33.514587,126.85891,0,1492,0,0,2
용두암빌리지,제주특별자치도 제주시 용담삼동 1004,제주특별자치도 제주시 용마서1길 27-5,33.516199,126.5051476,5,1671,0,1,1
제주마로펜션,제주특별자치도 제주시 한림읍 협재리 1579,제주특별자치도 제주시 한림읍 한림로 414-2,33.398388,126.2464,0,1110,1,0,3
자넷앤캐시,제주시 구좌읍 평대9길 20-1,제주시 구좌읍 평대9길 20-1,33.525753,126.8507,0,791,0,0,1
또랑게스트하우스,제주 제주시 아라1동 1955-3,제주 제주시 한북로 338,33.459972,126.53768,5,2233,1,1,0
펜션형민박꿈꾸는숲,제주특별자치도 서귀포시 호근동 214-6,제주특별자치도 서귀포시 태평로205번길 43-7,33.24747,126.53994,0,691,0,0,0
오션스카이,제주특별자치도 제주시 구좌읍 행원리 3433-27,제주특별자치도 제주시 구좌읍 덕행로 450-15,33.5340986,126.7954364,0,976,0,0,0
제주사랑 펜션,제주특별자치도 서귀포시 서귀동 80-2,제주특별자치도 서귀포시 태평로442번길 21,33.2443141,126.5682209,0,769,0,0,0
데이빗펜션,제주특별자치도 제주시 구좌읍 김녕리 1710-2,제주특별자치도 제주시 구좌읍 김녕로 104,33.553974,126.749084,0,600,0,0,1
예닮게스트하우스,제주특별자치도 제주시 조천읍 선흘리 2053-2,제주특별자치도 제주시 조천읍 선교로 225-1,33.483585,126.70158,5,1687,2,1,3
사면초가펜션,제주특별자치도 제주시 한경면 판포리 1968,제주특별자치도 제주시 한경면 판조로 62,33.36308,126.20803,0,855,0,0,0
금서방네이층집,제주특별자치도 서귀포시 안덕면 덕수리 773-1,제주특별자치도 서귀포시 안덕면 덕수회관로 61번길 1,33.253826,126.31028,0,1169,0,0,1
유탑유블레스호텔,제주특별자치도 제주시 조천읍 함덕리 1269-9,제주특별자치도 제주시 조천읍 조함해안로 502,33.542328,126.66617,0,1728,0,0,11
마니주팬션,제주특별자치도 제주시 도두일동 1688-9,제주특별자치도 제주시 서해안로 248,33.5089545,126.4722988,4,901,0,1,2
남쪽나라빌,제주특별자치도 서귀포시 중문동 1489-18,제주특별자치도 서귀포시 천제연로 133-1,33.254112,126.419876,0,1398,0,0,0
사랑이꽃피는민박,제주특별자치도 제주시 구좌읍 김녕리 1217-1,제주특별자치도 제주시 구좌읍 김녕로19길 12,33.5582139,126.7373381,0,2029,0,0,0
제주머무리 삼양힐링팜,제주특별자치도 서귀포시 안덕면 덕수리 1596,제주특별자치도 서귀포시 안덕면 평화로 437-10,33.276978,126.3135,0,717,1,0,0
자장자장펜션,제주특별자치도 서귀포시 상예동 4684-4 ,"제주특별자치도 서귀포시 일주서로 1318-4 (상예동, 자장자장민박) ",33.2655944,126.3727477,0,374,0,0,0
알앤비타운,제주특별자치도 서귀포시 서홍동 2479,제주특별자치도 서귀포시 분토왓로174번길 45,33.279873,126.5518126,0,1136,0,0,0
제주해조대펜션,제주특별자치도 제주시 한림읍 협재리 2446-3,제주특별자치도 제주시 한림읍 한림로 339,33.3807358,126.2482491,0,1864,1,0,1
동도리동하우스,제주특별자치도 서귀포시 성산읍 시흥리 125 ,제주특별자치도 서귀포시 성산읍 시흥하동로55번길 16 (시흥리) ,33.4724539,126.9049284,0,142,0,0,0
오후여섯시펜션,제주특별자치도 제주시 애월읍 곽지리 1622-41,제주특별자치도 제주시 애월읍 곽지9길 10,33.4521596,126.3077543,0,535,0,0,0
조천스테이,제주특별자치도 제주시 조천읍 조천리 2515,제주특별자치도 제주시 조천읍 조천9길 30-1,33.538292,126.63739,0,1549,0,0,1
시땅,제주특별자치도 제주시 애월읍 고내리 503-1,제주특별자치도 제주시 애월읍 고내북동길 47,33.46887,126.34275,0,859,0,0,1
비자낭달집,제주특별자치도 제주시 구좌읍 평대리 3240-7,제주특별자치도 제주시 구좌읍 비자림로 2279,33.49603534,126.8123422,0,828,0,0,0
밀레니엄빌,제주특별자치도 서귀포시 보목동 1502,제주특별자치도 서귀포시 보목로64번길 196,33.2452066,126.5899924,0,1132,0,0,0
아이콘펜션,제주특별자치도 제주시 추자면 신양리 606-1,제주특별자치도 제주시 추자면 신양서길 42,33.942528,126.32128,0,1528,0,0,0
우도그린휴양펜션,제주도 제주시 우도면 연평리 2471,,33.50332,126.95568,5,875,0,1,0
엔젤하우스,제주특별자치도 제주시 애월읍 고내리 11-1,제주특별자치도 제주시 애월읍 신엄안3길 95,33.4722525,126.3578503,0,715,1,0,1
다인오세아노 호텔,제주특별자치도 제주시 애월읍 고내리 84,제주특별자치도 제주시 애월읍 애월해안로 394,33.4724976,126.3505747,0,2395,2,0,4
제주리조트,제주특별자치도 제주시 애월읍 하귀2리 2869-10,제주특별자치도 제주시 애월읍 가문동상4길 11,33.4831162,126.3929955,5,4794,3,4,5
성게돌 펜션 ,제주특별자치도 서귀포시 하효동 1298,제주특별자치도 서귀포시 쇠소깍로 186,33.2506245,126.6187634,0,499,0,0,1
제주도연게스트하우스,제주특별자치도 제주시 한림읍 귀덕리 3769,제주특별자치도 제주시 한림읍 일주서로 5673,33.4337256,126.2768395,0,553,0,0,0
호텔 스카브로,제주특별자치도 서귀포시 하예동 1793,제주특별자치도 서귀포시 예래해안로 15,33.233375,126.370151,0,1122,1,0,1
안녕김녕sea,제주특별자치도 제주시 구좌읍 구좌해안로 178,제주특별자치도 제주시 구좌읍 구좌해안로 178,33.5398407,126.746583,0,1402,0,0,0
제주파인비치카라반,제주특별자치도 서귀포시 남원읍 태흥리 385,제주특별자치도 서귀포시 남원읍 태위로 976-10,33.2922889,126.7393618,0,1365,0,0,1
디포레카라반파크,제주특별자치도 제주시 구좌읍 송당리 1901-2 ,제주특별자치도 제주시 구좌읍 송당6길 78-1 (송당리) ,33.4561819,126.7673413,0,88,0,0,0
아를하우스,제주특별자치도 서귀포시 안덕면 덕수리 2421-11 이태리마을 1101호,제주특별자치도 서귀포시 안덕면 덕수서로 17-15 (덕수리) 이태리마을 1101호,33.252081,126.3040935,0,591,1,0,1
하이디펜션,제주특별자치도 서귀포시 안덕면 사계리 1272 하이디펜션,제주특별자치도 서귀포시 안덕면 사계북로41번길 142 (사계리) 하이디펜션,33.2454599,126.29736,0,2037,1,2,2
라신비,제주특별자치도 제주시 한림읍 귀덕리 3895,제주특별자치도 제주시 한림읍 한림해안로 548,33.4378031,126.2755954,0,1498,2,0,0
한화리조트 제주,제주특별자치도 제주시 회천동 3-16 한화리조트 제주,"제주특별자치도 제주시 명림로 575-107 (회천동, 한화리조트) 한화리조트 제주",33.4489935,126.637412,5,12075,13,3,29
다인리조트,제주특별자치도 제주시 애월읍 고내리 79-8 다인리조트 ,제주특별자치도 제주시 애월읍 애월해안로 400-9 (고내리) 다인리조트 ,33.4713567,126.3510024,0,2348,0,0,4
제주영숙,제주특별자치도 서귀포시 남원읍 태흥리 889-3,제주특별자치도 서귀포시 남원읍 태수로26번길 17,33.2922889,126.7393618,0,982,0,0,0
바랑쉬게스트하우스,제주특별자치도 서귀포시 성산읍 온평리 1111-2,제주특별자치도 서귀포시 성산읍 환해장성로 496,33.400991,126.9037231,0,1188,2,0,2
디포레카라반파크,제주특별자치도 제주시 구좌읍 송당리 1901-2 ,제주특별자치도 제주시 구좌읍 송당6길 78-1 (송당리) ,33.4653526,126.7822622,0,24,0,0,0
서귀포호텔  카라반,제주특별자치도 서귀포시 상예동 161,제주특별자치도 서귀포시 상예로 319,33.273191,126.3947296,0,1744,0,0,2
솔로게스트하우스 앤 두루두루펜션,제주특별자치도 서귀포시 표선면 하천리 17-3,제주특별자치도 서귀포시 표선면 일주동로5645번길 6,33.3404324,126.8455104,0,530,0,0,0
하마다 게스트하우스,제주특별자치도 서귀포시 남원읍 태흥리 582-1,제주특별자치도 서귀포시 남원읍 일주동로 6863,33.2922889,126.7393618,0,2002,0,0,3
바람이분다 게스트하우스,제주특별자치도 제주시 연동 298-9,제주특별자치도 제주시 사장길 38,33.4826565,126.494582,0,462,0,0,0
바르게스트하우스,제주특별자치도 제주시 한림읍 협재리 1702,제주특별자치도 제주시 한림읍 협재1길 17-1,33.3970499,126.2428169,0,1717,0,0,4
언니네여인숙,제주특별자치도 제주시 구좌읍 종달리 814-44,제주특별자치도 제주시 구좌읍 종달논길 54,33.491777,126.9001583,0,2885,1,0,4
썬앤문리조트,제주특별자치도 서귀포시 안덕면 사계리 2166-3,제주특별자치도 서귀포시 안덕면 사계남로 102,33.227378,126.3011099,0,1939,1,0,0
우연히 행복해지다,제주특별자치도 제주시 한림읍 금능리 2088-54,제주특별자치도 제주시 한림읍 한림로 224,33.3866166,126.2317794,0,896,1,0,1
그린트리인서귀포호텔,제주특별자치도 서귀포시 서호동 1522-1 그린트리 인 서귀포호텔,제주특별자치도 서귀포시 서호중앙로 84 (서호동) 그린트리 인 서귀포호텔,33.2545322,126.5198756,5,966,0,1,2
에코힐링하우스,제주특별자치도 제주시 한림읍 협재리 921 ,제주특별자치도 제주시 한림읍 협재남2길 45-60 (협재리) ,33.3807358,126.2482491,0,442,0,0,0
오조리337 게스트하우스,제주특별자치도 서귀포시 성산읍 오조리 337,제주특별자치도 서귀포시 성산읍 한도로 90,33.4685484,126.9174794,0,1042,0,0,0
조천댁,제주특별자치도 제주시 조천읍 조천리 3081,제주특별자치도 제주시 조천읍 조천7길 19-17,33.5383782,126.6344741,0,1839,0,0,1
스테이달하,제주특별자치도 제주시 애월읍 신엄리 2568-1,제주특별자치도 제주시 애월읍 신엄안1길 20,33.4731413,126.3656123,0,2200,0,0,1
하도하도 3200,제주특별자치도 제주시 구좌읍 하도리 3359-50,제주특별자치도 제주시 구좌읍 면수1길 38,33.5247145,126.8642701,0,2216,0,0,0
더 프라이빗 시로,제주특별자치도 제주시 한경면 신창리 206-1,제주특별자치도 제주시 한경면 신창상동길 20-1,33.3498605,126.1879104,0,2176,0,0,0
김군아미고게스트하우스,제주특별자치도 제주시 애월읍 구엄리 1233,제주특별자치도 제주시 애월읍 애월해안로 670,33.4810559,126.3740404,0,863,0,0,1
더블루민박,제주특별자치도 제주시 삼양3동 2555-1,제주특별자치도 제주시 벌랑4길 21,33.5250108,126.579046,0,1223,0,0,1
하티게스트하우스,제주특별자치도 제주시 한림읍 협재리 1682,제주특별자치도 제주시 한림읍 협재1길 39-5,33.3807358,126.2482491,0,426,0,0,0
위미모루왓,제주특별자치도 서귀포시 남원읍 위미리 3306-3 ,제주특별자치도 서귀포시 남원읍 위미항구로 51 (위미리) ,33.3060336,126.6580882,5,1635,2,1,3
제주해나루,제주특별자치도 서귀포시 강정동 126-9 제주해나루,제주특별자치도 서귀포시 신서로98번길 19-1 (강정동) 제주해나루,33.2615636,126.49447,5,4429,11,5,15
개스트하우스 말2,제주특별자치도 서귀포시 안덕면 화순리 365-3,제주특별자치도 서귀포시 안덕면 화순중앙로 93,33.2438595,126.3364487,0,730,0,0,0
혼디,제주특별자치도 제주시 애월읍 신엄리 2654-1,제주특별자치도 제주시 애월읍 신엄안3길 20,33.4742823,126.3646948,0,1689,2,0,2
제주가좋아서 펜션,제주특별자치도 제주시 구좌읍 송당리 2250-1,제주특별자치도 제주시 구좌읍 비자림로 1569,33.4509119,126.7677935,5,18198,15,7,26
