R_Spot_Name,R_Spot_Old_Addr,R_Spot_Addr,R_Spot_Latitude,R_Spot_Longtitude,R_Spot_Score,R_Spot_Views,R_Spot_Preference,R_Spot_Reviews,R_Spot_Bookmarks
라신동,제주특별자치도 제주시 한림읍 귀덕리,제주특별자치도 제주시 한림읍 귀덕리,33.431778,126.290634,0,2403,0,0,4
제주다이브 체험다이빙,제주특별자치도 서귀포시 강정동 349-1,제주특별자치도 서귀포시 월드컵로 84,33.242176,126.50496,0,6827,3,0,10
다랑쉬마을,제주특별자치도 제주시 구좌읍 세화리 2668-2,제주특별자치도 제주시 구좌읍 다랑쉬로 406-25,33.470287,126.8238,0,2434,2,0,2
제주농업학교 옛터,제주특별자치도 제주시 삼도1동 305-4,제주특별자치도 제주시 전농로 100,33.499622,126.53119,0,945,1,0,0
4·3해원방사탑,제주특별자치도 제주시 일도2동 837-20,제주특별자치도 제주시 신산로 82,33.50547,126.53451,0,1352,0,0,1
솔동산8경,제주특별자치도 서귀포시 서귀동 솔동산로,제주특별자치도 서귀포시 서귀동 솔동산로,33.242863,126.563644,0,2142,0,0,1
걸매예술마을,제주특별자치도 서귀포시 서홍동 470,제주특별자치도 서귀포시 서홍로 4-42,33.249985,126.55515,0,5664,0,0,36
SOS박물관,제주특별자치도 서귀포시 법환동 914,제주특별자치도 서귀포시 월드컵로 31,33.24724,126.50921,0,5608,1,0,16
신산환해장성,제주특별자치도 서귀포시 성산읍 신산리,제주특별자치도 서귀포시 성산읍 신산리,33.38476,126.86652,0,2104,0,0,4
천제연폭포 & 제주4.3중문면희생자위령비,제주특별자치도 서귀포시 중문동 2232,제주특별자치도 서귀포시 천제연로 132,33.252678,126.41844,0,2209,1,0,8
9연대 본부 옛터,제주특별자치도 서귀포시 대정읍 상모리 3374,제주특별자치도 서귀포시 대정읍 일주서로 2497,33.229523,126.26302,0,1314,1,0,0
종남마을,제주특별자치도,제주특별자치도,33.474056,126.70725,0,1200,1,0,0
관음사 군 주둔지 옛터,제주특별자치도 제주시 아라1동 387,제주특별자치도 제주시 산록북로 660,33.426136,126.56269,0,1095,1,0,1
포도갤러리 in 포도호텔,제주특별자치도 서귀포시 안덕면 상천리 산 62-3 포도호텔 지하1층,제주특별자치도 서귀포시 안덕면 산록남로 863 포도호텔 지하1층,33.315998,126.38764,5,3834,1,1,10
관음사 템플스테이,제주시 산록북로 660,제주시 산록북로 660,33.42172,126.558815,0,5092,2,0,1
제주기독교순례길,제주특별자치도 제주시 애월읍 금성리 436-3,제주특별자치도 제주시 애월읍 금성하안길 3,33.446327,126.30273,0,4461,1,0,9
신천리 벽화마을,제주특별자치도 서귀포시 성산읍 신천리,제주특별자치도 서귀포시 성산읍 신천리,33.3465229,126.8524043,0,5314,2,0,10
누운오름(한림읍),제주특별자치도 제주시 한림읍 금악리 188-2,제주특별자치도 제주시 한림읍 금악리 188-2,33.36381,126.32422,0,2732,0,0,1
천아숲길 천아계곡,제주특별자치도 제주시 애월읍 봉성리 산 1,제주특별자치도 제주시 애월읍 봉성리 산 1,33.355183,126.4252,5,14616,3,6,38
제주제트,제주특별자치도 서귀포시 대포동 2184-10,제주특별자치도 서귀포시 대포로 172-5,33.2435151,126.4352216,5,6597,2,1,30
옹포천,제주특별자치도 제주시 한림읍 옹포리 404,제주특별자치도 제주시 한림읍 한림로 563,33.40766,126.25742,0,1821,0,0,0
제주해양레저,제주특별자치도 서귀포시 중문동 2785-2,제주특별자치도 서귀포시 중문관광로 192,33.243168,126.41885,0,5543,0,0,7
이호털보네배낚시,제주특별자치도 제주시 이호1동 1787,제주특별자치도 제주시 이호1동 1787,33.497173,126.44942,0,3069,1,0,2
녹고뫼 캠핑장,제주특별자치도 제주시 애월읍 유수암리 106-4,제주특별자치도 제주시 애월읍 산록서로 521,33.409824,126.42066,0,1327,0,0,4
웃세오름(족은오름),제주특별자치도 제주시 애월읍 평화로,제주특별자치도 제주시 애월읍 평화로,33.409966,126.398865,0,2522,0,0,7
알오름(표선면),제주특별자치도 서귀포시 표선면 토산리 산 11,제주특별자치도 서귀포시 표선면 토산리 산 11,33.32773,126.77738,1,2085,0,1,2
송령이골,제주특별자치도 서귀포시 남원읍 의귀리 1975,제주특별자치도 서귀포시 남원읍 한신로143번길 99,33.318977,126.70537,0,1120,0,0,0
이덕구 산전,제주특별자치도 제주시 조천읍 교래리 산 137-24,제주특별자치도 제주시 조천읍 516로 1865,33.384853,126.619545,5,1680,1,1,1
대정면 4.3사건 위령비,제주특별자치도 서귀포시 대정읍 하모리 1224,제주특별자치도 서귀포시 대정읍 동일하모로 158-3,33.22536,126.24849,0,1246,1,0,2
용둠범목제계단길,제주특별자치도 제주시 추자면 영흥리,제주특별자치도 제주시 추자면 영흥리,33.956703,126.29697,0,1918,0,0,8
당케산물(당케포구),제주특별자치도 서귀포시 표선면 표선리,제주특별자치도 서귀포시 표선면 표선당포로,33.322533,126.82287,5,2713,0,1,9
별내린전망대,제주특별자치도 서귀포시 색달동 2938-1,제주특별자치도 서귀포시 색달동 2938-1,33.24755,126.4168,0,11908,2,0,25
삼밭구석 & 동광리4·3희생자위령비,제주특별자치도 서귀포시 안덕면 동광리 1425 일대,제주특별자치도 서귀포시 안덕면 동광리 1425 일대,33.311443,126.330444,0,826,1,0,0
임문숙 가족 헛묘,제주특별자치도 서귀포시 안덕면 동광리 807-4,제주특별자치도 서귀포시 안덕면 동광리 807-4,33.30914,126.340614,0,1252,1,0,0
불카분낭 (불타버린 나무),제주특별자치도 제주시 조천읍 선흘리 1136-2,제주특별자치도 제주시 조천읍 선흘리 1136-2,33.510834,126.70725,0,1267,1,0,1
중문색달해변(해산물),제주특별자치도 서귀포시 색달동 3039-1,제주특별자치도 서귀포시 중문관광로72번길 114,33.24497249,126.4116462,0,4126,1,0,33
중문리 신사터,제주특별자치도 서귀포시 중문동 1498,제주특별자치도 서귀포시 천제연로 149,33.499622,126.53119,0,1220,1,0,0
한복입는 선흘집,제주특별자치도 서귀포시 남원읍 위미리 3153 ,제주특별자치도 서귀포시 남원읍 위미대화로15번길 9-6 (위미리) ,33.2733796,126.6562097,0,911,0,0,2
녹산로유채꽃길,제주특별자치도 서귀포시 표선면 가시리 산 87-15,제주특별자치도 서귀포시 표선면 가시리 산 87-15,33.39823,126.71993,5,36852,13,38,348
제주국제평화센터,제주특별자치도 서귀포시 중문 관광로 227-24,제주특별자치도 서귀포시 중문 관광로 227-24,33.2444,126.4219,0,6219,0,0,5
금악오름(왕매),제주특별자치도 제주시 한림읍 금악리 산 1-1,제주특별자치도 제주시 한림읍 금악리 산 1-1,33.3529941,126.3139406,5,27432,5,11,75
SM 디지털아트 뮤지엄,제주특별자치도 제주시 애월읍 신엄리 2768-7,제주특별자치도 제주시 애월읍 애월해안로 516-7,33.4770982,126.3602203,0,6546,0,0,10
궁대오름(궁대악),제주특별자치도 서귀포시 성산읍 수산리 4711-1,제주특별자치도 서귀포시 성산읍 금백조로 446,33.4405616,126.8220889,0,1578,0,0,4
백년초농장박물관,제주특별자치도 서귀포시 호근동 310-3,제주특별자치도 서귀포시 태평로 200,33.244675,126.54399,0,2576,0,0,3
라이트 아트 페스타[리모델링중],제주특별자치도 제주시 조천읍 선흘리 600-6,제주특별자치도 제주시 조천읍 선교로 115-1,33.4868649,126.7061249,0,6921,0,0,48
태권뮤지컬혼,제주특별자치도 제주시 애월읍 어음리 3912,제주특별자치도 제주시 애월읍 산록서로 18,33.386835,126.3751531,0,651,1,0,0
농개,제주특별자치도 서귀포시 성산읍 신산리 561-1,제주특별자치도 서귀포시 성산읍 환해장성로111번길 4,33.38036669,126.8815194,0,3104,0,0,13
문서프,제주특별자치도 제주시 애월읍 곽지리 1635,제주특별자치도 제주시 애월읍 곽지7길 1,33.45005,126.30845,0,4619,2,0,13
차귀도,제주특별자치도 제주시 한경면 고산리 125,제주특별자치도 제주시 한경면 고산리 125,33.313435,126.148796,5,31257,6,41,76
대정향교,제주특별자치도 서귀포시 안덕면 사계리 3126-1,제주특별자치도 서귀포시 안덕면 향교로 165-17,33.23958,126.2884,5,6147,0,1,10
서귀포잠수함(대국해저관광),제주특별자치도 서귀포시 서홍동 707-5 서귀포잠수함,"제주특별자치도 서귀포시 남성중로 40 (서홍동, 유람선매표소) 서귀포잠수함",33.2392231,126.5586562,5,39737,6,25,339
송악산,제주특별자치도 서귀포시 대정읍 상모리 131,제주특별자치도 서귀포시 대정읍 송악관광로 421-1,33.207714,126.29099,5,51614,12,163,448
천주교 순례길 - 신축화해길,제주특별자치도 제주시 삼도2동 114,제주특별자치도 제주시 관덕로8길 14,33.51162,126.523155,0,1651,0,0,7
엄바위장승,제주특별자치도 제주시 추자면 예초리 332,제주특별자치도 제주시 추자면 예초리 332,33.952473,126.32899,0,2334,0,0,2
퍼시픽 리솜 마린스테이지,제주특별자치도 서귀포시 색달동 2950-5,제주특별자치도 서귀포시 중문관광로 154-17,33.2444327,126.4161942,4,29869,10,16,247
헬로키티아일랜드,제주특별자치도 서귀포시 안덕면 상창리 1963-2,제주특별자치도 서귀포시 안덕면 한창로 340,33.29015,126.3522,4,33318,9,34,359
고씨주택,제주특별자치도 제주시 일도일동 1243-1,제주특별자치도 제주시 관덕로17길 27-1,33.5149744,126.5283867,0,434,0,0,3
터진목 & 성산면 4·3희생자 위령비,제주특별자치도 서귀포시 성산읍 고성리 224-1,제주특별자치도 서귀포시 성산읍 일출로 88-19,33.450108,126.922455,5,1667,0,13,4
성클라라수도원 금악성당,제주시 한림읍 금악리 373,제주시 한림읍 금악북로 320,33.348213,126.31942,0,4291,0,0,12
제주오렌지,제주특별자치도 서귀포시 남원읍 서성로 684-5,제주특별자치도 서귀포시 남원읍 서성로 684-5,33.32588,126.66985,0,4311,0,0,15
서귀포치유의숲,제주특별자치도 서귀포시 호근동 산4,제주특별자치도 서귀포시 산록남로 2271,33.292,126.52941,5,60360,16,18,258
팀케이,제주특별자치도 제주시 조천읍 북촌리 450-1,제주특별자치도 제주시 조천읍 북촌13길 23,33.5510953,126.6960511,0,2682,1,0,8
제주소주 코스모스밭,제주특별자치도 제주시 조천읍 와산리 779,제주특별자치도 제주시 조천읍 중산간동로 1028,33.496897,126.6866519,0,1913,0,0,9
신엄포구,제주특별자치도 제주시 애월읍 신엄리,제주특별자치도 제주시 애월읍 애월해안로,33.4729053,126.3502475,0,1481,0,0,1
삼양방파제,제주 제주시 삼양3동,제주특별자치도 제주시 벌랑길,33.5232424,126.5764205,0,997,0,0,0
흑돼지거리,제주특별자치도 제주시 건입동,제주특별자치도 제주시 건입동,33.5132674,126.5511425,0,9389,3,0,11
강정어촌계,제주특별자치도 서귀포시 강정동 4964,제주특별자치도 서귀포시 말질로 290,33.2275619,126.4748154,0,4426,1,0,20
문화빳데리 충전소,제주특별자치도 서귀포시 서귀동 405-3 (지하),제주특별자치도 서귀포시 중정로 76,33.24793,126.5645823,0,2530,0,0,0
막숙,제주특별자치도 서귀포시 법환동 287-3,제주특별자치도 서귀포시 막숙포로37번길 2,33.237775,126.5157941,1,5099,2,1,40
김녕 청굴물,제주특별자치도 제주시 구좌읍 김녕리 1296,제주특별자치도 제주시 구좌읍 김녕리 1296,33.5577758,126.7514764,0,3311,0,0,24
해녀의 태왁,제주특별자치도 제주시 구좌읍 김녕리 904-4,제주특별자치도 제주시 구좌읍 김송로 94,33.5582139,126.7373381,5,4089,2,1,2
동귀방파제,제주특별자치도 제주시 애월읍 하귀리,제주특별자치도 제주시 애월읍 하귀리,33.4622313,126.4171977,0,1469,0,0,5
피크닉메이트,제주특별자치도 제주시 아라일동 6061-5,제주특별자치도 제주시 아란4길 84,33.4261379,126.5626925,0,953,2,0,2
애월 하물,제주특별자치도 제주시 애월읍 애월리 1727-4,제주특별자치도 제주시 애월읍 애월로11길 6,33.464873,126.3206795,4,4100,1,1,6
이호테우해수욕장,제주특별자치도 제주시 이호2동 1600-1,제주특별자치도 제주시 도리로 20,33.4961851,126.4559518,5,17202,3,4,108
설쿰바당,제주특별자치도 서귀포시 안덕면 사계리,제주특별자치도 서귀포시 안덕면 사계리,33.2356687,126.3125597,0,4398,1,0,14
예술공간 이아,제주특별자치도 제주시 삼도2동 154,제주특별자치도 제주시 중앙로14길 21,33.510861,126.5219859,0,1875,0,0,5
문화공간 양,제주특별자치도 제주시 화북2동 3486-1,제주특별자치도 제주시 거로남6길 13,33.5092497,126.5618739,0,2115,0,0,5
안덕면 사계어촌계,제주특별자치도 서귀포시 안덕면 사계리 2147,제주특별자치도 서귀포시 안덕면 형제해안로 20,33.22954665,126.3092969,0,2777,1,0,5
망장포,제주특별자치도 서귀포시 남원읍 하례리 64-10,제주특별자치도 서귀포시 남원읍 하례망장포로 65-13,33.3420367,126.5884214,0,4051,0,0,7
사계 용머리해안 (해산물),제주특별자치도 서귀포시 안덕면 사계리 118-3,제주특별자치도 서귀포시 안덕면 사계남로216번길 28,33.2336721,126.311389,0,5988,3,0,69
삼양 셋다리물,제주특별자치도 제주시 삼양1동 1938-9,제주특별자치도 제주시 삼양1동 1938-9,33.5294857,126.5894095,0,1444,0,0,5
태웃개,제주특별자치도 서귀포시 남원읍 위미리 70-1,제주특별자치도 서귀포시 남원읍 태위로398번길 57,33.3060336,126.6580882,0,2267,0,0,0
구좌 하도어촌계,제주특별자치도 제주시 구좌읍 하도리 22-10,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27,33.5200922,126.9041337,5,5391,2,1,15
함덕어촌계,제주특별자치도 제주시 조천읍 함덕리 3150-2,제주특별자치도 제주시 조천읍 조함해안로 410,33.5465655,126.6596397,0,0,0,0,0
오래물,제주특별자치도 제주시 도두1동 2614-5,제주특별자치도 제주시 도공로 2,33.5061061,126.4650426,0,2276,0,0,3
정모시쉼터,제주특별자치도 서귀포시 서귀동 962,제주특별자치도 서귀포시 부두로5번길 9,33.244876,126.5709843,0,2939,0,0,15
레더한,제주특별자치도 서귀포시 남원읍 태흥리 1760-13,제주특별자치도 서귀포시 남원읍 태위로 773-19,33.2922889,126.7393618,0,4025,0,0,13
캘리그라피 오월,제주특별자치도 제주시 오라2동 959-1,제주특별자치도 제주시 오남로 90,33.487987,126.517789,0,2168,0,0,2
제주판타지월드,제주특별자치도 제주시 애월읍 소길리 155-101,제주특별자치도 제주시 애월읍 평화로 2157,33.4194584,126.383518,0,11295,5,0,46
트랜스포머 오토봇 얼라이언스,제주특별자치도 서귀포시 안덕면 서광리 산 24-15,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,33.3017501,126.3206458,0,4186,1,0,14
효명사,제주특별자치도 서귀포시 남원읍 하례리 산 45,제주특별자치도 서귀포시 남원읍 516로 815-41,33.3420367,126.5884214,0,5934,1,0,9
로로 요가,제주특별자치도 제주시 조천읍 함덕리 1008,제주특별자치도 제주시 조천읍 조함해안로 519-10,33.5437905,126.6688441,0,3261,1,0,10
밸런싱 요가,제주특별자치도 제주시 아라1동 2338-4,제주특별자치도 제주시 중앙로 492,33.4791921,126.5431924,0,1324,0,0,0
쁘램 요가,제주특별자치도 제주시 연동 1372-3,제주특별자치도 제주시 연북로 88,33.4814949,126.490701,0,1793,0,0,1
덕천리 팔자 좋아 길,제주특별자치도 제주시 구좌읍 덕천리 ,제주특별자치도 제주시 구좌읍 중산간동로 ,33.4827438,126.7464684,0,8334,0,0,31
법정사,제주특별자치도 서귀포시 도순동 산 1,제주특별자치도 서귀포시 1100로 740-168,33.3187394,126.4848583,0,3559,1,0,0
한림바다체험마을,제주특별자치도 제주시 한림읍 한수리 879-30,제주특별자치도 제주시 한림읍 한림해안로 200,33.4197809,126.2628316,0,6769,1,0,19
고살리숲길,제주특별자치도 서귀포시 남원읍 하례리 산 54-2,제주특별자치도 서귀포시 남원읍 하례리 산 54-2,33.31648864,126.5975409,0,6864,0,0,25
감귤상웨빵 체험,제주특별자치도 서귀포시 남원읍 하례리 677,제주특별자치도 서귀포시 남원읍 하례중앙로 95,33.3420367,126.5884214,0,4132,1,0,16
새별헤이요목장,제주도 제주시 애월읍 봉성리 4554-20,,33.36167204,126.3641708,0,1685,0,0,10
한라산 아래 첫 마을,제주특별자치도 서귀포시 안덕면 광평리 195-2,제주특별자치도 서귀포시 안덕면 광평로 41,33.3295908,126.381331,0,3077,1,0,5
푸른콩 방주영농조합법인,제주특별자치도 서귀포시 중산간서로 740(중문동),제주특별자치도 서귀포시 중산간서로 740(중문동),33.2632854,126.4361834,0,2852,0,0,4
이호-내도 해안도로,제주특별자치도 제주시 내도동 475,제주특별자치도 제주시 테우해안로 60,33.4961622,126.4413081,0,3742,2,0,36
맛있는 철학자(태반의땅제주),제주특별자치도 서귀포시 토평동 1276-1,제주특별자치도 서귀포시 토평로50번길 31,33.2844099,126.5796743,0,2948,0,0,9
신창풍차해안도로,제주특별자치도 제주시 한경면 신창리 1322-1,제주특별자치도 제주시 한경면 신창리 1322-1,33.34303041,126.1746042,5,23060,7,8,199
남수각 하늘길 벽화거리,제주특별자치도 제주시 일도1동 1100-12,제주특별자치도 제주시 중앙로13길 32,33.5114291,126.5278268,0,3379,0,0,4
도두동 무지개 해안도로,제주특별자치도 제주시 도두1동,제주특별자치도 제주시 도두1동,33.5093109,126.4739327,0,23930,13,0,240
한일우호연수원,제주특별자치도 서귀포시 서홍동 731-3,제주특별자치도 서귀포시 남성로128번길 24,33.2406832,126.5563409,0,64,0,0,0
오르미카페,제주특별자치도 제주시 회천동 2943-4,제주특별자치도 제주시 서회천길 33,33.4647845,126.6329231,0,0,0,0,0
한림바다 체험마을 ,제주특별자치도 제주시 한림읍 한수리 879-30,제주특별자치도 제주시 한림읍 한림해안로 200,33.4197809,126.2628316,0,0,0,0,0
봉쥬르봉봉,제주특별자치도 제주시 한림읍 협재리 1587,제주특별자치도 제주시 한림읍 한림로 408-2,33.3783242,126.2513044,0,3730,1,0,9
이로이로공방,제주특별자치도 제주시 구좌읍 하도리 1249,제주특별자치도 제주시 구좌읍 하도7길 16-11,33.5157049,126.8864438,0,3489,0,0,11
신화워터파크,제주특별자치도 서귀포시 안덕면 서광리 산 24,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3017501,126.3206458,0,6696,1,0,27
감수굴 밭담길,제주특별자치도 제주시 구좌읍 평대리 584-1,제주특별자치도 제주시 구좌읍 평대7길 34,33.5243749,126.8423829,0,4281,0,0,7
화조원,제주특별자치도 제주시 애월읍 납읍리 58,제주특별자치도 제주시 애월읍 애원로 804,33.4113881,126.3717903,5,5462,1,2,41
내창트레킹,제주특별자치도 서귀포시 남원읍 하례리 677,제주특별자치도 서귀포시 남원읍 하례중앙로 95,33.3420367,126.5884214,0,2450,0,0,4
걸서악오름,제주특별자치도 서귀포시 남원읍 하례리 124,제주특별자치도 서귀포시 남원읍 하례로 393,33.3420367,126.5884214,0,1390,0,0,0
유리멘탈 스튜디오,제주특별자치도 제주시 한경면 조수리 553-1,제주특별자치도 제주시 한경면 낙수로12길,33.3412645,126.2286517,0,1862,0,0,2
신효베스트마을,제주특별자치도 서귀포시 신효동 890-2,제주특별자치도 서귀포시 일주동로 8190,33.2607566,126.6125114,0,3596,0,0,4
수월봉 전기자전거,제주특별자치도 제주시 한경면 고산리 3674-9,제주특별자치도 제주시 한경면 고산리 3674-9,33.2988231,126.1681169,0,7347,1,0,28
액트(AC.lll.T) 볼링장,제주특별자치도 서귀포시 안덕면 서광리 산 35-16,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,33.3038299,126.3147293,0,3432,1,0,11
미요캔들,제주특별자치도 제주시 이도2동 2036-1,제주특별자치도 제주시 구남로4길 8-1,33.4888785,126.5342351,0,3592,1,0,11
한복담_카테고리변경_삭제,제주특별자치도 제주시 연동 272-33 3층,제주특별자치도 제주시 신대로12길 51 3층,33.4885493,126.4911887,0,1386,1,0,0
아름다운피부과,"제주특별자치도 제주시 노형동 1296-5 명은빌딩 2,3,5,7층","제주특별자치도 제주시 도령로 5 명은빌딩 2,3,5,7층",33.4867644,126.4799813,0,2129,0,0,0
신효 생활개선회,제주특별자치도 서귀포시 신효동 240,제주특별자치도 서귀포시 효돈순환로 44,33.2668492,126.6156145,0,2445,0,0,1
고사리숲,제주특별자치도 제주시 애월읍 광령리 2535  제주관광대학교 내 창업보육센터 본관 315호,제주특별자치도 제주시 애월읍 평화로 2715 제주관광대학교 내 창업보육센터 본관 315호,33.4487267,126.4339396,0,2594,0,0,6
제주다,제주특별자치도 제주시 애월읍 납읍리 1417-4,제주특별자치도 제주시 애월읍 납읍남로 65,33.4310983,126.3293946,0,1930,0,0,2
조선한의원,제주특별자치도 제주시 노형동 682,제주특별자치도 제주시 진군남4길 7-1,33.483098,126.4772312,0,1935,1,0,2
비자림농원,제주특별자치도 제주시 조천읍 선흘리 2740,제주특별자치도 제주시 조천읍 선흘동1길 31-71,33.5142094,126.718764,0,5207,1,0,19
남내소,제주특별자치도 서귀포시 남원읍 하례리,제주특별자치도 서귀포시 남원읍 하례로,33.3420367,126.5884214,0,3429,0,0,24
제주인디,제주특별자치도 서귀포시 성산읍 삼달리 1010,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,33.3833933,126.84245,0,2399,0,0,2
게우지코지,제주특별자치도 서귀포시 하효동,제주특별자치도 서귀포시 하효동,33.2438505,126.6186661,0,4686,3,0,28
손방둥이 ,제주특별자치도 제주시 노형동 1553 101호 손방둥이 ,제주특별자치도 제주시 진군남2길 10-4 101호 손방둥이 ,33.475807,126.4778081,0,3335,0,0,8
월라사,제주특별자치도 서귀포시 신효동 579-2,제주특별자치도 서귀포시 효돈순환로 415,33.2687804,126.6101134,0,1848,0,0,0
행원육상양식단지,제주특별자치도 제주시 구좌읍 행원리 1-33,제주특별자치도 제주시 구좌읍 해맞이해안로 680-13,33.5595727,126.8162673,5,3169,1,1,6
포토갤러리 자연사랑미술관,제주특별자치도 서귀포시 표선면 가시리 1920-1,제주특별자치도 서귀포시 표선면 가시리 1920-1,33.3537012,126.7714295,0,3065,1,0,5
대정현역사자료전시관,제주특별자치도 서귀포시 대정읍 상모리 3862-1,제주특별자치도 서귀포시 대정읍 상모대서로 17,33.2251845,126.2563472,0,2256,0,0,3
 서귀포자연휴양림,제주특별자치도 서귀포시 대포동 산 1-8,제주특별자치도 서귀포시 1100로 882,33.2634627,126.4509631,0,2,0,0,0
서귀포의료원,제주특별자치도 서귀포시 동홍동 1530-2,제주특별자치도 서귀포시 장수로 47,33.2557649,126.5645342,0,1874,0,0,0
곽지레저 & 서프나우[폐업],제주특별자치도 제주시 애월읍 곽지리 1565-13,제주특별자치도 제주시 애월읍 곽지1길 34,33.4491254,126.3040889,5,3446,3,4,11
우도봉 ATV,제주특별자치도 제주시 우도면 연평리 343-2,제주특별자치도 제주시 우도면 우도봉길 47,33.4935234,126.9597097,0,4035,0,0,17
제주햇살농원,제주특별자치도 제주시 조천읍 선흘리 3530-1,제주특별자치도 제주시 조천읍 북선로 189,33.4777041,126.7135515,0,789,0,0,1
포레스트 사파리,제주특별자치도 제주시 조천읍 선흘리 1817,제주특별자치도 제주시 조천읍 선교로 474-1,33.4777041,126.7135515,0,7277,0,0,13
청수성결교회,제주특별자치도 제주시 한경면 저지리 1535,제주특별자치도 제주시 한경면 대한로 1067,33.3251954,126.2558439,0,1797,0,0,2
성이시돌목장,제주특별자치도 제주시 한림읍 금악리 116,제주특별자치도 제주시 한림읍 산록남로 53,33.3529941,126.3139406,5,21791,6,77,169
성산 유채꽃재배단지,제주특별자치도 서귀포시 성산읍 고성리,제주특별자치도 서귀포시 성산읍 일출로,33.449998,126.9224688,0,8797,5,0,86
예래생태체험관,제주특별자치도 서귀포시 하예동 24-1,제주특별자치도 서귀포시 예래로 213,33.2444697,126.3909781,0,5172,0,0,5
굿다이버,제주특별자치도 서귀포시 강정동 1528-3 ,제주특별자치도 서귀포시 중산간서로 41 (강정동) ,33.2615636,126.49447,0,2826,1,0,6
고내리 다락쉼터,제주특별자치도 제주시 애월읍 고내리 463,제주특별자치도 제주시 애월읍 애월해안로 284,33.4694833,126.3407482,0,2148,0,0,5
새시물,제주특별자치도 제주시 한림읍 상명리,제주특별자치도 제주시 한림읍 상한로,33.3650169,126.2711484,0,1152,0,0,0
느지리오름(망오름),제주특별자치도 제주시 한림읍 상명리 산 5,제주특별자치도 제주시 한림읍 상명리 산 5,33.3653429,126.2613767,0,2320,0,0,6
산지천갤러리,제주특별자치도 제주시 일도1동 1247,제주특별자치도 제주시 중앙로3길 36,33.5151351,126.5284001,0,2277,1,0,6
머체왓숲길,제주특별자치도 서귀포시 남원읍 한남리 1622-3,제주특별자치도 서귀포시 남원읍 서성로 755,33.3301649,126.6789687,5,20882,3,1,34
동백포레스트,서귀포시 남원읍 신례리 1767,서귀포시 남원읍 신례리 1767,33.299995,126.6297939,0,7682,5,0,94
샤이니숲길,제주특별자치도 제주시 조천읍 교래리 719-10,제주특별자치도 제주시 조천읍 교래리 719-10,33.4272161,126.6618459,0,12825,3,1,95
통일관,제주특별자치도 제주시 일도2동 168-2,제주특별자치도 제주시 신산로9길 4,33.5078895,126.5345087,0,1059,0,0,0
어린이교통공원,제주특별자치도 제주시 봉개동 산 53-19 (봉개동 4.3 공원 맞은편),제주특별자치도 제주시 명림로 437 (봉개동 4.3 공원 맞은편),33.451493,126.6234132,0,3300,0,1,4
스페이스닷원,제주특별자치도 제주시 영평동 2181,제주특별자치도 제주시 첨단로 242,33.4500257,126.5733138,0,7205,0,1,13
추억애거리,제주특별자치도 제주시 도두1동 2630-1,제주특별자치도 제주시 도공로 3-3,33.505996,126.4657678,0,2588,1,0,1
소라의성,제주특별자치도 서귀포시 동홍동 234-8,제주특별자치도 서귀포시 칠십리로214번길 17-17,33.2663197,126.5671727,0,3732,0,0,8
칠머리길,제주특별자치도 제주시 건입동 956-16,제주특별자치도 제주시 칠머리길 1,33.5170679,126.5359943,0,1592,0,0,1
거인의 정원,제주특별자치도 제주시 아라1동 2853-1,제주특별자치도 제주시 대원길 58,33.4718426,126.5353245,0,3078,0,0,3
어영공원,제주특별자치도 제주시 용담3동 2396 (맞은편 공원),제주특별자치도 제주시 서해안로 452 (맞은편 공원),33.51774,126.4878545,0,2613,0,0,5
한라산소주공장,제주특별자치도 제주시 한림읍 옹포리 396,제주특별자치도 제주시 한림읍 한림로 555,33.4073649,126.2563337,0,10707,0,0,39
신산공원,제주특별자치도 제주시 일도이동 913번지 일대,제주특별자치도 제주시 신산로 92-12,33.5053177,126.5337062,0,3342,0,0,5
진빌레 밭담길,제주특별자치도 제주시 구좌읍 월정리 1400-14,제주특별자치도 제주시 구좌읍 월정리 1400-14,33.5634623,126.7802471,0,2549,1,0,7
심헌갤러리,제주특별자치도 제주시 아라1동 6075-3,제주특별자치도 제주시 아란14길 3,33.4261379,126.5626925,0,1871,0,0,1
보통청춘기록실 청춘사진관,제주특별자치도 제주시 한림읍 귀덕리 1010-2,제주특별자치도 제주시 한림읍 귀덕11길 1,33.4439128,126.2937119,0,6854,1,0,19
반석탕,제주특별자치도 제주시 삼도2동 809-1,제주특별자치도 제주시 남성로 158-6,33.5088216,126.521984,0,2340,0,0,6
청초밭영농조합법인,제주특별자치도 서귀포시 표선면 성읍리 2497,제주특별자치도 서귀포시 표선면 성읍이리로57번길 34,33.4212527,126.7816837,5,4547,1,3,18
제주한라병원,제주특별자치도 제주시 연동 1963-2,제주특별자치도 제주시 도령로 65,33.4898195,126.4851928,0,2741,0,0,0
옷 귀마테마타운,제주특별자치도 서귀포시 남원읍 한남리 1631-1,제주특별자치도 서귀포시 남원읍 서성로 955-117,33.3402973,126.6830523,5,1517,1,2,5
한국건강관리협회제주특별자치도부,제주특별자치도 제주시 연동 1375,제주특별자치도 제주시 연북로 111,33.4821217,126.4933841,0,1580,0,0,0
