Nature_ID,Nature_Type,Nature_Name,Nature_Addr,Nature_Longtitude,Nature_Latitude
288,오름,돈오름로23번길,제주특별자치도 서귀포시 표선면 세화리 684-3,126.8064738,33.33629119
289,오름,갯거리오름길,제주특별자치도 제주시 한림읍 금악리 3453,126.3093956,33.35764214
290,오름,자배오름로,제주특별자치도 서귀포시 남원읍 위미리 2460-10,126.6628354,33.301076
291,오름,자배오름로139번길,제주특별자치도 서귀포시 남원읍 위미리 1319-2,126.6688373,33.29362209
292,오름,선흘민오름길,제주특별자치도 제주시 조천읍 선흘리 4086,126.6919016,33.46005044
293,오름,돈오름로,제주특별자치도 서귀포시 표선면 표선리 2780-1,126.8119868,33.33183089
294,오름,마음오름,제주특별자치도 제주시 애월읍 고성리 1327-1,126.4118642,33.4600567
295,오름,광이오름길,제주특별자치도 제주시 연동 868-1,126.4967788,33.46200986
296,오름,인정오름로,제주특별자치도 서귀포시 토평동 산 33,126.563993,33.29989322
297,오름,칠오름길,제주특별자치도 제주시 회천동 3266,126.6251586,33.46771946
298,오름,용눈이오름로,제주특별자치도 제주시 구좌읍 상도리 산 395,126.8508499,33.4701683
299,오름,누운오름로,제주특별자치도 제주시 한림읍 금악리 3453,126.3093956,33.35764214
300,오름,괭이오름,제주특별자치도 제주시 연동 산 62,126.4957409,33.46785151
301,오름,도들오름,제주특별자치도 제주시 도두일동 산 3-2,126.4675835,33.50808893
302,오름,베리오름,제주특별자치도 제주시 화북일동 4461,126.551816,33.51973494
303,오름,권제오름,제주특별자치도 제주시 아라일동 350,126.5582729,33.45732902
304,오름,남짓은오름,제주특별자치도 제주시 연동 산 25,126.4966607,33.47369288
305,오름,개오리오름,제주특별자치도 제주시 봉개동 산 78-1,126.6228483,33.43022042
306,오름,세미오름,제주특별자치도 제주시 아라일동 산 24-2,126.5619747,33.43951204
307,오름,오드싱오름,제주특별자치도 제주시 오등동 1557,126.5206917,33.47035769
308,오름,숫오름,제주특별자치도 서귀포시 서호동 산 1,126.5186847,33.31124033
309,오름,마종이오름,제주특별자치도 제주시 한경면 저지리 2143-19,126.2718157,33.3342531
310,오름,바굼지오름,제주특별자치도 서귀포시 대정읍 인성리 3121,126.2782953,33.24864203
311,오름,모슬개오름,제주특별자치도 서귀포시 대정읍 동일리 2083,126.2573815,33.23965672
312,오름,차귀오름,제주특별자치도 제주시 한경면 용수리 산 18,126.173617,33.30824936
313,오름,고니오름,제주특별자치도 제주시 애월읍 고내리 산 3-1,126.3413417,33.46015281
314,오름,곽오름,제주특별자치도 제주시 애월읍 곽지리 산 1,126.3246637,33.44694908
315,오름,망오름,제주특별자치도 서귀포시 남원읍 위미리 산 133-1,126.6773981,33.30186867
316,오름,도너리오름,제주특별자치도 제주시 한림읍 금악리 산 60,126.3219041,33.32673242
317,오름,초낭오름,제주특별자치도 제주시 애월읍 광령리 산 182,126.4513619,33.39693034
318,오름,널개오름,제주특별자치도 제주시 한경면 판포리 935-5,126.2141012,33.35859142
319,오름,작은녹고메오름,제주특별자치도 제주시 애월읍 유수암리 산 138,126.4159045,33.39222138
320,오름,큰녹고메오름,제주특별자치도 제주시 애월읍 유수암리 산 138,126.4159045,33.39222138
321,오름,말미오름,제주특별자치도 제주시 구좌읍 종달리 산 1-5,126.9055773,33.49740173
322,오름,거문오름(교래리),제주특별자치도 제주시 조천읍 교래리 산 137-1,126.6425684,33.40769185
323,오름,금오름,제주특별자치도 제주시 한림읍 금악리 산 1-1,126.3056396,33.35567698
324,오름,족은돌이미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,126.7665543,33.42864774
325,오름,앞오름,제주특별자치도 제주시 구좌읍 송당리 산 164-1,126.7773484,33.44761301
326,오름,바농오름,제주특별자치도 제주시 조천읍 교래리 산 108,126.6528988,33.4544789
327,오름,세미오름,제주특별자치도 제주시 조천읍 대흘리 산 27-8,126.6698317,33.47385464
328,오름,알바매기오름,제주특별자치도 제주시 조천읍 선흘리 산 59-4,126.7142048,33.49304243
329,오름,웃밤오름,제주특별자치도 제주시 조천읍 선흘리 산 84,126.7143229,33.47816449
330,오름,망오름,제주특별자치도 서귀포시 표선면 하천리 1041,126.8323445,33.34720021
331,오름,뭇지오름,제주특별자치도 서귀포시 표선면 성읍리 산 23,126.7687464,33.39555109
332,오름,물노리오름,제주특별자치도 제주시 한경면 고산리 3761,126.16317,33.29453301
333,오름,쇠머리오름,제주특별자치도 제주시 우도면 연평리 19-1,126.9636557,33.51371542
334,오름,걸세오름,제주특별자치도 제주시 연동 2448-281,126.483541,33.49464581
335,오름,능하오름,제주특별자치도 제주시 오라이동 산 107,126.5215098,33.40644504
336,오름,삼산이오름,제주특별자치도 제주시 애월읍 고성리 산 127,126.4341394,33.40947188
337,오름,쳇망오름,제주특별자치도 제주시 애월읍 광령리 산 183-6,126.5025774,33.37128494
338,오름,어스렁오름,제주특별자치도 제주시 애월읍 광령리 산 183,126.4778049,33.37085428
339,오름,삼형제말젯오름,제주특별자치도 서귀포시 색달동 산 1-3,126.4427123,33.34567246
340,오름,들위오름,제주특별자치도 제주시 오등동 산 154-5,126.5410999,33.42915332
341,오름,숫오름,제주특별자치도 제주시 월평동 산 6,126.5901446,33.40969657
342,오름,물오름,제주특별자치도 서귀포시 남원읍 하례리 산 10,126.6091461,33.32321102
343,오름,검은오름,제주특별자치도 서귀포시 남원읍 신례리 산 2-29,126.6168102,33.34295689
344,오름,보리오름,제주특별자치도 서귀포시 남원읍 신례리 산 2-1,126.6051303,33.36411238
345,오름,개오름,제주특별자치도 제주시 봉개동 산 78-2,126.6055614,33.40992578
346,오름,(거문오름용암동굴계)당처물동굴,제주특별자치도 제주시 구좌읍 월정리 1457 ,126.785171,33.55680505
347,오름,궷물오름,제주특별자치도 제주시 애월읍 유수암리 산 41,126.414419,33.4267604
348,오름,(거문오름용암동굴계)용천동굴,제주특별자치도 제주시 구좌읍 월정리 1837-2,126.778367,33.54848435
349,오름,망오름,제주특별자치도 제주시 한림읍 상명리 산 5,126.2612115,33.36556758
350,오름,서모오름,제주특별자치도 제주시 조천읍 함덕리 90,126.6764357,33.55082788
351,오름,망오름,제주특별자치도 서귀포시 남원읍 하례로 19-71,126.629947,33.25858176
352,오름,아진오름,제주특별자치도 제주시 구좌읍 송당리 808,126.785656,33.47847569
353,오름,쇠머리오름,제주특별자치도 제주시 우도면 연평리 산 19-1,126.9651982,33.49207115
354,오름,가시오름,제주특별자치도 서귀포시 대정읍 동일리 1706,126.2430469,33.2468006
355,오름,도래오름,제주특별자치도 서귀포시 안덕면 감산리 1164,126.3480547,33.24520346
356,오름,감남오름,제주특별자치도 서귀포시 안덕면 동광리 산 98,126.3558113,33.32600566
357,오름,갯거리오름,제주특별자치도 서귀포시 중문동 산 2,126.4420106,33.31439062
358,오름,민머루오름,제주특별자치도 서귀포시 1100로 1187,126.4591115,33.33198302
359,오름,운주오름,제주특별자치도 서귀포시 남원읍 남원리 1864,126.6983337,33.29807418
360,오름,초낭오름,제주특별자치도 제주시 한림읍 상대리 1620,126.2986575,33.40891654
361,오름,이돈이오름,제주특별자치도 서귀포시 안덕면 광평리 산 12,126.4023497,33.33886103
362,오름,거문오름(가시리),제주특별자치도 서귀포시 표선면 가시리 산 158-2,126.6889012,33.40312372
363,오름,거린큰오름,제주특별자치도 서귀포시 남원읍 516로 1648-87,126.6339804,33.36884746
364,오름,머체오름,제주특별자치도 서귀포시 남원읍 516로 1648-87,126.6339804,33.36884746
365,오름,넉거리오름,제주특별자치도 서귀포시 남원읍 516로 1648-87,126.6339804,33.36884746
366,오름,예절이오름,제주특별자치도 서귀포시 남원읍 신흥리 산 18,126.7358883,33.34825828
367,오름,쇠오름,제주특별자치도 서귀포시 표선면 가시리 3489,126.7505906,33.34774393
368,오름,걸린오름,제주특별자치도 서귀포시 성산읍 신풍리 1595,126.8136411,33.37325709
369,오름,모골이오름,제주특별자치도 서귀포시 성산읍 난산리 2960-1,126.8277254,33.40787854
370,오름,유건이오름,제주특별자치도 서귀포시 성산읍 난산리 2284,126.8456969,33.41758956
371,오름,밭생이오름,제주특별자치도 제주시 봉개동 산 3,126.6024871,33.46575167
372,오름,밖돌오름,제주특별자치도 제주시 구좌읍 송당리 1801,126.7604841,33.46418064
373,오름,비찌미오름,제주특별자치도 제주시 구좌읍 송당리 2676,126.7623073,33.43157996
374,오름,골체오름,제주특별자치도 제주시 구좌읍 덕천리 산 2,126.7484445,33.4653081
375,오름,보롬이오름,제주특별자치도 서귀포시 대정읍 무릉리 4005-2,126.190181,33.26998763
376,오름,볼근오름,제주특별자치도 서귀포시 안덕면 동광리 1002,126.3399837,33.30442871
377,오름,갯걸오름,제주특별자치도 제주시 한림읍 갯거리오름동길 6-26,126.2905298,33.38101447
378,오름,눈오름,제주특별자치도 제주시 한림읍 금악목장길 33,126.3295958,33.36712193
379,오름,안좌오름,제주특별자치도 서귀포시 표선면 가시리 3681,126.7457547,33.37023255
380,오름,흙붉은오름,제주특별자치도 제주시 구좌읍 덕천리 산 68-12,126.7474629,33.49629179
381,오름,가마오름,제주특별자치도 제주시 한경면 청수리 1253,126.2461736,33.3095317
382,오름,구분오름,제주특별자치도 제주시 한경면 조수리 3477,126.2149415,33.30333961
383,오름,이제오름,제주특별자치도 제주시 한경면 저지리 3258,126.2595987,33.32995755
384,오름,닥몰오름,제주특별자치도 제주시 한경면 저지리 산 51,126.2510182,33.33295298
385,오름,노꼬메족은오름,제주특별자치도 제주시 애월읍 유수암리 산 138,126.4159045,33.39222138
386,오름,큰궤펜이오름,제주특별자치도 제주시 조천읍 교래리 산 137-1,126.6425684,33.40769185
387,오름,망오름,제주특별자치도 서귀포시 성산읍 신풍리 1672-5,126.809845,33.38679771
388,오름,논오름,제주특별자치도 제주시 애월읍 소길리 1633,126.3821802,33.42992508
389,오름,족은오름,제주특별자치도 제주시 봉개동 507,126.6098083,33.47825574
390,오름,연난지오름,제주특별자치도 제주시 봉개동 778-1,126.6058495,33.47333029
391,오름,사근이오름,제주특별자치도 제주시 구좌읍 덕천리 1402,126.746054,33.47617428
392,오름,돔배오름,제주특별자치도 제주시 조천읍 교래리 산 93,126.6652392,33.43239582
393,오름,구그네오름,제주특별자치도 제주시 조천읍 와흘리 1925,126.6346656,33.49502638
394,오름,절물오름,제주특별자치도 제주시 명림로 584,126.6261034,33.4378998
395,오름,큰돌이미오름,제주특별자치도 제주시 구좌읍 송당리 2486,126.7696957,33.4364488
396,오름,거미오름,제주특별자치도 제주시 구좌읍 종달리 산 70,126.8054182,33.44876575
397,오름,돝오름,제주특별자치도 제주시 구좌읍 평대리 산 16,126.8007339,33.48267086
398,오름,뒤꾸부니오름,제주특별자치도 제주시 구좌읍 송당리 657,126.7655285,33.48422131
399,오름,윤드리오름,제주특별자치도 제주시 구좌읍 상도리 산 215,126.8540911,33.47414752
400,오름,뒤굽은이오름,제주특별자치도 서귀포시 성산읍 수산리 4504,126.8265252,33.43087017
401,오름,무녜오름,제주특별자치도 제주시 명림로 655-53,126.638923,33.43472682
402,오름,칠오름(큰오름),제주특별자치도 제주시 봉개동 466-2,126.6134113,33.47485697
403,오름,봉개오름,제주특별자치도 제주시 번영로 467,126.5921923,33.49201868
404,오름,영실오름,제주특별자치도 서귀포시 영실로 226,126.4793366,33.33850282
405,오름,개오름,제주특별자치도 서귀포시 구산봉로 51,126.4535136,33.26008678
406,오름,활오름,제주특별자치도 서귀포시 강정동 3708,126.482468,33.26513131
407,오름,쌀오름,제주특별자치도 서귀포시 동홍동 산 7,126.5548979,33.29995931
408,오름,영천오름,제주특별자치도 서귀포시 하례학림로 55-29,126.602527,33.29218758
409,오름,서리오름,제주특별자치도 서귀포시 신효동 1028,126.6048349,33.25587221
410,오름,벌근오름,제주특별자치도 제주시 한림읍 상명리 1696,126.2659157,33.3615155
411,오름,명월오름,제주특별자치도 제주시 한림읍 명월리 1105,126.2791781,33.38171257
412,오름,방제오름,제주특별자치도 제주시 한림읍 명월리 679,126.2822188,33.37932684
413,오름,바굼지오름,제주특별자치도 제주시 애월읍 하귀로15길 32,126.4092108,33.48075843
414,오름,윗세오름,제주특별자치도 제주시 애월읍 광령리 산 183-1,126.4778049,33.37085428
415,오름,금덕오름오름,제주특별자치도 제주시 애월읍 소길리 산 118,126.3862809,33.41863699
416,오름,괴미오름,제주특별자치도 제주시 애월읍 봉성리 산 41,126.3779446,33.35887664
417,오름,이달오름,제주특별자치도 제주시 애월읍 봉성리 산 71-1,126.347848,33.36404363
418,오름,과오름,제주특별자치도 제주시 애월읍 곽지리 산 14,126.3172406,33.44833124
419,오름,과오름(말젯오름),제주특별자치도 제주시 애월읍 곽지리 산 14,126.3172406,33.44833124
420,오름,바위오름,제주특별자치도 서귀포시 성산읍 오조리 313,126.9199893,33.46565341
421,오름,망오름,제주특별자치도 제주시 조천읍 선흘리 1912,126.7050087,33.45055565
422,오름,쇠머리알오름,제주특별자치도 제주시 우도면 연평리 산 19-1,126.9651982,33.49207115
423,오름,고이오름,제주특별자치도 서귀포시 남원읍 한남리 산 16,126.6612403,33.31984954
424,오름,개오름,제주특별자치도 서귀포시 안덕면 동광리 산 12,126.3672328,33.31674647
425,오름,광쳉이오름,제주특별자치도 서귀포시 안덕면 서광리 943,126.3163096,33.28715713
426,오름,남케오름,제주특별자치도 서귀포시 성산읍 수산리 3954,126.8432252,33.43546596
427,오름,절오름,제주특별자치도 서귀포시 보목동 산 1,126.599287,33.23012478
428,오름,눈오름,제주특별자치도 제주시 삼양일동 558-1,126.5982894,33.51752535
429,오름,넋이오름,제주특별자치도 서귀포시 남원읍 신흥리 1844,126.7354678,33.32496757
430,오름,(거문오름용암동굴계)김녕굴,제주특별자치도 제주시 구좌읍 김녕리 201-4,126.7755329,33.54387086
431,오름,개월이오름,제주특별자치도 제주시 명림로 584,126.6261034,33.4378998
432,오름,골체오름,제주특별자치도 제주시 한림읍 금악리 산 60,126.3219041,33.32673242
433,오름,족은녹고메오름,제주특별자치도 제주시 애월읍 유수암리 산 138,126.4159045,33.39222138
434,오름,큰오름,제주특별자치도 제주시 애월읍 유수암리 산 138,126.4159045,33.39222138
435,오름,작은도리미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,126.7665543,33.42864774
436,오름,숫오름,제주특별자치도 서귀포시 남원읍 수망리 127,126.7230136,33.33088085
437,오름,갯그르오름,제주특별자치도 서귀포시 중문동 산 2,126.4420106,33.31439062
438,오름,걸쇠오름,제주특별자치도 서귀포시 남원읍 하례리 1522-1,126.6179026,33.28372084
439,오름,망오름,제주특별자치도 서귀포시 표선면 토산리 967,126.7734966,33.32600547
440,오름,큰거린오름,제주특별자치도 서귀포시 남원읍 516로 1648-87,126.6339804,33.36884746
441,오름,마체오름,제주특별자치도 서귀포시 남원읍 516로 1648-87,126.6339804,33.36884746
442,오름,이기네오름,제주특별자치도 서귀포시 성산읍 난산리 2284,126.8456969,33.41758956
443,오름,명도오름,제주특별자치도 제주시 봉개동 산 2,126.6062774,33.46796711
444,오름,노리오름,제주특별자치도 제주시 봉개동 산 294-22,126.6121276,33.42247191
445,오름,도리미오름,제주특별자치도 제주시 구좌읍 송당리 2486,126.7696957,33.4364488
446,오름,돛오름,제주특별자치도 제주시 구좌읍 평대리 산 16,126.8007339,33.48267086
447,오름,누운오름,제주특별자치도 제주시 애월읍 광령리 산 183-1,126.4778049,33.37085428
448,오름,검은데기오름,제주특별자치도 제주시 애월읍 소길리 산 118,126.3862809,33.41863699
449,오름,작은오름,제주특별자치도 제주시 애월읍 유수암리 산 138,126.4159045,33.39222138
450,오름,노꼬메큰오름,제주특별자치도 제주시 애월읍 유수암리 산 138,126.4159045,33.39222138
451,오름,쇠기오름,제주특별자치도 서귀포시 남원읍 수망리 127,126.7230136,33.33088085
452,오름,거린(큰)오름,제주특별자치도 서귀포시 남원읍 516로 1648-87,126.6339804,33.36884746
453,오름,큰돌임이오름,제주특별자치도 제주시 구좌읍 송당리 2486,126.7696957,33.4364488
454,오름,족은오름,제주특별자치도 제주시 애월읍 광령리 산 183-1,126.4778049,33.37085428
455,섬,섶섬,제주특별자치도 서귀포시 보목동 산 1,126.599287,33.23012478
456,섬,문섬,제주특별자치도 서귀포시 서귀동 산 4,126.5660284,33.22650255
457,섬,범섬,제주특별자치도 서귀포시 법환동 산 2,126.5167066,33.21821422
458,섬,형제섬,제주특별자치도 서귀포시 안덕면 사계리 산 44,126.3143513,33.20999966
459,섬,토끼섬,제주특별자치도 제주시 구좌읍 하도리 355,126.8980211,33.52214486
460,산,한라산,제주특별자치도 서귀포시 토평동 산 15-1,126.5355082,33.34688574
461,섬,난섬,제주특별자치도 제주시 구좌읍 해맞이해안로 1852,126.8979889,33.52234145
462,섬,가파도,제주특별자치도 서귀포시 대정읍 가파리 288,126.270264,33.16996312
463,섬,마라도,제주특별자치도 서귀포시 대정읍 가파리 617,126.2682005,33.11769091
464,섬,우도,제주특별자치도 제주시 우도면 연평리 1258,126.9526634,33.51395697
465,섬,하추자도,제주특별자치도 제주시 추자면 묵리 44,126.3199819,33.94768685
466,섬,추자도,제주특별자치도 제주시 추자면 묵리 산 133,126.3075571,33.95188571
467,섬,상추자도,제주특별자치도 제주시 추자면 영흥리 58,126.3001677,33.95827156
468,섬,비양도,제주특별자치도 제주시 우도면 연평리 8-1,126.9680918,33.51453727
469,섬,서건도,제주특별자치도 서귀포시 강정동 산 1,126.4985486,33.2300613
470,섬,이어도,제주특별자치도 서귀포시 대정읍 가파리,126.2715699,33.16941388
471,폭포,정방폭포,제주특별자치도 서귀포시 동홍동 278,126.5732244,33.24472201
472,폭포,천지연폭포,제주특별자치도 서귀포시 서홍동 799-3,126.5448518,33.24530822
473,폭포,천제연폭포,제주특별자치도 서귀포시 중문동 3381-1,126.4304052,33.25276653
474,폭포,천제연1단폭포,제주특별자치도 서귀포시 색달동 3381-1,126.422586,33.27062846
475,폭포,천제연2단폭포,제주특별자치도 서귀포시 중문동 3381-1,126.4304052,33.25276653
476,폭포,원앙폭포,제주특별자치도 서귀포시 상효동 산 156,126.568796,33.30321421
